i01,i02,i03,i05,i06,i07,i08,i09,i12,i13,i136,i14,i15,i16,i17,i18,i19,i20,i21,i22,i23,i24,i25,i26,i27,i28,i29,i30,i31,i32,i34,i35,i36,i37,i38,i39,i41,i42,i43,i44,i45,i46,i47,i48,i49,i57,i61,i65,i66,i67,i72,i74,i75,i76,i77,i79,i80,i81,i87,i88,i89,i97,timestamp,unknown,i04,i100,i101,i102,i111,i147,i59,i63,i68,i70,i82,i95,i96,i10,i104,i107,i11,i130,i132,i33,i50,i54,i64,i73,i83,i90,i53,i99,i123,i40,i52,i51,i71,i86,i91,i106,i125,i94,i98,i112,i78,i121,i117,i141,i103,i133,i84,i114,i120,i134,i109,i129,i105,i144,i122,i85,i118,i116,i108,i115,i119,i58,i131,i110,i113,i56,i139,i62,i127,i142,i135,i126,i145
1082.0,29851.0,198.0,7107.0,1165431.0,592.0,0.0,42.0,337.0,470.0,0.0,2739.0,1547.0,573.0,4027.0,113.0,381.0,2.0,110.0,88.0,336.0,20.0,26.0,52.0,125.0,54157.0,1.0,362.0,179.0,107.0,5849.0,29.0,70.0,1.0,450487.0,1561.0,581.0,332.0,477.0,80.0,1.0,7918.0,1045.0,113.0,186.0,2.0,238.0,13.0,53.0,15.0,6.0,21.0,39.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1536812100000,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,80.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,22.0,12.0,3.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
986.0,31762.0,164.0,8783.0,1184740.0,683.0,0.0,36.0,323.0,367.0,0.0,2646.0,1442.0,637.0,3793.0,69.0,455.0,1.0,101.0,64.0,356.0,63.0,27.0,24.0,129.0,87706.0,6.0,350.0,542.0,111.0,5194.0,20.0,106.0,32.0,456945.0,1497.0,615.0,297.0,393.0,21.0,0.0,5817.0,895.0,74.0,87.0,2.0,43.0,6.0,25.0,33.0,5.0,2.0,31.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1536812400000,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,91.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,26.0,14.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
966.0,30339.0,287.0,8790.0,1202065.0,858.0,0.0,17.0,381.0,451.0,0.0,3057.0,1653.0,671.0,3927.0,86.0,346.0,2.0,133.0,51.0,329.0,13.0,20.0,23.0,107.0,29114.0,2.0,401.0,228.0,72.0,4328.0,7.0,33.0,0.0,454558.0,1484.0,478.0,317.0,310.0,18.0,0.0,9910.0,999.0,83.0,513.0,0.0,161.0,14.0,51.0,81.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1536812700000,0.0,11.0,0.0,0.0,0.0,2.0,0.0,24.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1011.0,28411.0,163.0,2805.0,1217546.0,648.0,0.0,11.0,338.0,479.0,0.0,5593.0,1649.0,581.0,3636.0,98.0,283.0,2.0,110.0,32.0,234.0,4.0,26.0,19.0,112.0,27693.0,6.0,400.0,114.0,123.0,4052.0,20.0,68.0,0.0,457371.0,1327.0,490.0,276.0,349.0,23.0,3.0,12455.0,1358.0,73.0,99.0,3.0,112.0,10.0,66.0,21.0,12.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1536813000000,0.0,58.0,0.0,0.0,0.0,0.0,0.0,5.0,215.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,27.0,7.0,4.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
985.0,29531.0,167.0,2198.0,1212705.0,634.0,0.0,26.0,361.0,591.0,0.0,4573.0,1762.0,672.0,3913.0,121.0,346.0,1.0,98.0,41.0,245.0,8.0,53.0,31.0,54.0,55439.0,9.0,374.0,565.0,98.0,4085.0,19.0,53.0,31.0,468571.0,1607.0,422.0,275.0,469.0,23.0,0.0,9747.0,1120.0,66.0,73.0,3.0,78.0,13.0,53.0,22.0,5.0,2.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,9.0,0.0,1536813300000,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
867.0,30106.0,123.0,2001.0,1228732.0,497.0,0.0,517.0,352.0,505.0,0.0,2899.0,1816.0,661.0,3421.0,54.0,298.0,7.0,119.0,38.0,239.0,14.0,15.0,28.0,70.0,33536.0,8.0,273.0,531.0,73.0,3710.0,20.0,38.0,46.0,472741.0,1414.0,484.0,314.0,298.0,45.0,0.0,9957.0,962.0,61.0,183.0,8.0,264.0,18.0,48.0,18.0,2.0,10.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1536813600000,3.0,19.0,0.0,3.0,0.0,0.0,0.0,16.0,204.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,128.0,88.0,10.0,10.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940.0,28839.0,160.0,1675.0,1209981.0,662.0,0.0,256.0,419.0,536.0,0.0,2390.0,1462.0,565.0,3845.0,70.0,334.0,5.0,107.0,40.0,268.0,23.0,41.0,26.0,119.0,47547.0,5.0,234.0,246.0,43.0,3622.0,10.0,13.0,0.0,468442.0,1363.0,534.0,277.0,302.0,41.0,1.0,8001.0,978.0,66.0,114.0,2.0,61.0,15.0,46.0,46.0,6.0,6.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,1536813900000,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,38.0,4.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
899.0,27833.0,166.0,1819.0,1195038.0,807.0,0.0,424.0,400.0,414.0,0.0,2904.0,2294.0,604.0,3801.0,113.0,298.0,3.0,85.0,53.0,229.0,10.0,34.0,36.0,89.0,48560.0,4.0,310.0,1970.0,63.0,3569.0,4.0,18.0,76.0,474380.0,1532.0,455.0,269.0,522.0,68.0,0.0,7471.0,1048.0,85.0,241.0,0.0,67.0,8.0,30.0,17.0,4.0,81.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1536814200000,0.0,6.0,0.0,0.0,0.0,0.0,0.0,14.0,189.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,40.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1041.0,27255.0,98.0,1917.0,1188495.0,728.0,0.0,470.0,322.0,447.0,0.0,2755.0,1744.0,664.0,3592.0,100.0,374.0,5.0,111.0,30.0,409.0,22.0,16.0,22.0,208.0,35580.0,18.0,409.0,1807.0,190.0,3009.0,10.0,21.0,19.0,461611.0,1524.0,504.0,228.0,301.0,34.0,0.0,6611.0,924.0,69.0,190.0,2.0,41.0,12.0,42.0,42.0,6.0,19.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1536814500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,94.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1207.0,25636.0,157.0,1883.0,1151291.0,623.0,0.0,15.0,338.0,325.0,1.0,2709.0,2158.0,526.0,3599.0,69.0,199.0,4.0,125.0,38.0,182.0,4.0,18.0,37.0,183.0,22870.0,44.0,386.0,2099.0,90.0,3396.0,6.0,15.0,6.0,458380.0,1620.0,493.0,237.0,289.0,46.0,29.0,8281.0,828.0,58.0,134.0,16.0,18.0,8.0,54.0,18.0,6.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,12.0,0.0,1536814800000,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,533.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,75.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
858.0,23408.0,271.0,1662.0,1131339.0,489.0,0.0,22.0,270.0,553.0,0.0,2595.0,2113.0,580.0,3309.0,69.0,240.0,0.0,119.0,54.0,337.0,3.0,61.0,35.0,175.0,25979.0,80.0,402.0,227.0,96.0,3008.0,8.0,46.0,83.0,459660.0,1534.0,618.0,239.0,262.0,15.0,0.0,6865.0,927.0,87.0,141.0,6.0,421.0,10.0,32.0,23.0,4.0,26.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1536815100000,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,109.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578.0,22690.0,104.0,1486.0,1136032.0,569.0,0.0,15.0,318.0,607.0,0.0,1874.0,2049.0,536.0,3300.0,57.0,221.0,0.0,102.0,63.0,310.0,52.0,85.0,28.0,71.0,23109.0,61.0,329.0,200.0,145.0,3124.0,6.0,45.0,86.0,454030.0,1663.0,571.0,245.0,227.0,78.0,43.0,7865.0,757.0,67.0,150.0,0.0,15.0,8.0,40.0,11.0,4.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1536815400000,1.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,94.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,69.0,5.0,1.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572.0,22626.0,141.0,1587.0,1119082.0,728.0,0.0,17.0,325.0,463.0,0.0,1941.0,1754.0,621.0,2837.0,74.0,228.0,1.0,98.0,38.0,279.0,14.0,39.0,17.0,70.0,13488.0,33.0,366.0,440.0,152.0,2931.0,4.0,59.0,0.0,449911.0,1676.0,667.0,209.0,257.0,40.0,1.0,7011.0,896.0,79.0,35.0,59.0,1529.0,6.0,48.0,28.0,4.0,2.0,13.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1536815700000,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471.0,23836.0,95.0,1309.0,1072616.0,498.0,0.0,18.0,279.0,510.0,1.0,3145.0,1984.0,660.0,3048.0,107.0,147.0,1.0,120.0,44.0,248.0,45.0,26.0,19.0,97.0,10478.0,27.0,362.0,197.0,206.0,2950.0,21.0,56.0,21.0,447068.0,1466.0,487.0,190.0,278.0,68.0,2.0,6594.0,798.0,70.0,224.0,188.0,213.0,3.0,28.0,6.0,6.0,1.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1536816000000,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,87.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,58.0,5.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518.0,24187.0,112.0,3224.0,1087449.0,511.0,0.0,27.0,270.0,455.0,2.0,2712.0,1905.0,651.0,3326.0,80.0,212.0,4.0,99.0,55.0,232.0,47.0,42.0,18.0,98.0,6737.0,31.0,316.0,87.0,89.0,3062.0,8.0,42.0,34.0,438441.0,1788.0,846.0,207.0,224.0,20.0,482.0,6992.0,734.0,57.0,159.0,4.0,53.0,7.0,37.0,13.0,6.0,0.0,10.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,4.0,0.0,1536816300000,0.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,249.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,2.0,2.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
551.0,23344.0,176.0,4454.0,1086780.0,674.0,0.0,67.0,316.0,556.0,0.0,1245.0,3269.0,687.0,3249.0,88.0,203.0,2.0,40.0,37.0,346.0,0.0,25.0,32.0,143.0,50872.0,49.0,273.0,136.0,118.0,3352.0,19.0,27.0,21.0,442527.0,1534.0,854.0,277.0,246.0,23.0,1.0,6793.0,1157.0,82.0,141.0,0.0,254.0,1.0,45.0,26.0,5.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,1536816600000,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,12.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
696.0,22390.0,170.0,1588.0,1056333.0,731.0,1.0,21.0,288.0,457.0,0.0,1295.0,3663.0,625.0,3737.0,92.0,206.0,2.0,91.0,47.0,321.0,4.0,26.0,26.0,101.0,32756.0,54.0,353.0,198.0,150.0,2669.0,4.0,27.0,0.0,443022.0,1788.0,937.0,255.0,350.0,64.0,0.0,6288.0,989.0,58.0,289.0,2.0,520.0,5.0,43.0,24.0,11.0,50.0,9.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,11.0,0.0,1536816900000,0.0,7.0,0.0,0.0,0.0,0.0,0.0,13.0,567.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,5.0,3.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606.0,22771.0,141.0,3831.0,1075376.0,738.0,0.0,29.0,309.0,369.0,0.0,1064.0,3447.0,643.0,3702.0,69.0,213.0,3.0,91.0,51.0,383.0,2.0,36.0,19.0,48.0,41217.0,47.0,463.0,313.0,93.0,3038.0,13.0,43.0,0.0,444197.0,1645.0,840.0,249.0,193.0,27.0,0.0,6069.0,894.0,45.0,228.0,2.0,76.0,4.0,51.0,33.0,6.0,30.0,4.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,3.0,0.0,1536817200000,0.0,15.0,0.0,0.0,0.0,0.0,0.0,8.0,272.0,13.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,49.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
712.0,22524.0,134.0,1598.0,1052711.0,539.0,0.0,22.0,288.0,472.0,3.0,1018.0,4216.0,703.0,3927.0,55.0,236.0,2.0,89.0,47.0,275.0,0.0,35.0,16.0,111.0,22629.0,47.0,417.0,164.0,133.0,3138.0,22.0,12.0,26.0,441794.0,1799.0,922.0,248.0,300.0,15.0,2.0,10967.0,1039.0,67.0,85.0,6.0,48.0,2.0,58.0,35.0,4.0,0.0,1.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1536817500000,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,13.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
704.0,22629.0,92.0,3351.0,1041951.0,715.0,0.0,24.0,275.0,453.0,0.0,1086.0,5096.0,661.0,3907.0,73.0,335.0,2.0,131.0,37.0,368.0,3.0,26.0,20.0,92.0,22776.0,52.0,331.0,330.0,134.0,3368.0,8.0,35.0,85.0,451180.0,1904.0,921.0,261.0,354.0,21.0,0.0,11007.0,818.0,56.0,124.0,1.0,136.0,1.0,31.0,43.0,10.0,3.0,8.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,13.0,0.0,1536817800000,2.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,95.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1047.0,22357.0,171.0,1320.0,1024617.0,621.0,0.0,15.0,295.0,540.0,0.0,1465.0,5841.0,724.0,3952.0,104.0,401.0,8.0,93.0,51.0,392.0,8.0,95.0,24.0,93.0,32543.0,52.0,291.0,900.0,75.0,3516.0,10.0,25.0,46.0,443146.0,1927.0,943.0,259.0,264.0,21.0,3.0,12117.0,1033.0,45.0,71.0,2.0,42.0,1.0,39.0,51.0,6.0,62.0,11.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,1536818100000,0.0,3.0,2.0,0.0,0.0,0.0,0.0,10.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1129.0,23574.0,191.0,1683.0,1063675.0,667.0,0.0,26.0,303.0,377.0,0.0,2577.0,9003.0,732.0,4078.0,82.0,935.0,8.0,77.0,42.0,320.0,26.0,63.0,48.0,92.0,45512.0,65.0,448.0,188.0,124.0,2919.0,9.0,38.0,4.0,440657.0,2206.0,1132.0,215.0,419.0,20.0,4.0,15702.0,925.0,76.0,180.0,0.0,1896.0,1.0,32.0,7.0,4.0,6.0,7.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,1536818400000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,10.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1070.0,24135.0,163.0,3140.0,1069761.0,707.0,0.0,13.0,305.0,393.0,0.0,3103.0,8804.0,603.0,4555.0,71.0,1469.0,8.0,83.0,31.0,313.0,61.0,70.0,44.0,95.0,48614.0,55.0,422.0,2501.0,125.0,3171.0,30.0,13.0,0.0,436476.0,1687.0,1588.0,162.0,366.0,62.0,0.0,10887.0,815.0,87.0,181.0,3.0,2011.0,6.0,39.0,19.0,0.0,17.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,1536818700000,0.0,3.0,0.0,0.0,0.0,0.0,0.0,37.0,1502.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,59.0,18.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1081.0,23555.0,103.0,4562.0,1058039.0,682.0,4.0,31.0,322.0,551.0,0.0,3001.0,9046.0,601.0,5098.0,47.0,1568.0,8.0,73.0,45.0,224.0,15.0,47.0,45.0,57.0,30445.0,57.0,364.0,247.0,108.0,3453.0,3.0,50.0,90.0,425456.0,2026.0,1677.0,206.0,188.0,55.0,0.0,9347.0,910.0,52.0,204.0,3.0,58.0,1.0,53.0,29.0,16.0,3.0,9.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,9.0,0.0,1536819000000,1.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,1105.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,25.0,17.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
