timestamp,i01,i02,i03,i05,i06,i07,i08,i09,i12,i13,i136,i14,i15,i16,i17,i18,i19,i20,i21,i22,i23,i24,i25,i26,i27,i28,i29,i30,i31,i32,i34,i35,i36,i37,i38,i39,i41,i42,i43,i44,i45,i46,i47,i48,i49,i57,i61,i65,i66,i67,i72,i74,i75,i76,i77,i79,i80,i81,i87,i88,i89,i97,unknown,i04,i100,i101,i102,i111,i147,i59,i63,i68,i70,i82,i95,i96,i10,i104,i107,i11,i130,i132,i33,i50,i54,i64,i73,i83,i90,i53,i99,i123,i40,i52,i51,i71,i86,i91,i106,i125,i94,i98,i112,i78,i121,i117,i141,i103,i133,i84,i114,i120,i134,i109,i129,i105,i144,i122,i85,i118,i116,i140,i108,i115,i119,i58,i131,i110,i113,i56,i139,i93,i62,i128,i127,i142,i135,i126,i145,i138,i01_prediction,i02_prediction,i03_prediction,i05_prediction,i06_prediction,i07_prediction,i08_prediction,i09_prediction,i12_prediction,i13_prediction,i136_prediction,i14_prediction,i15_prediction,i16_prediction,i17_prediction,i18_prediction,i19_prediction,i20_prediction,i21_prediction,i22_prediction,i23_prediction,i24_prediction,i25_prediction,i26_prediction,i27_prediction,i28_prediction,i29_prediction,i30_prediction,i31_prediction,i32_prediction,i34_prediction,i35_prediction,i36_prediction,i37_prediction,i38_prediction,i39_prediction,i41_prediction,i42_prediction,i43_prediction,i44_prediction,i45_prediction,i46_prediction,i47_prediction,i48_prediction,i49_prediction,i57_prediction,i61_prediction,i65_prediction,i66_prediction,i67_prediction,i72_prediction,i74_prediction,i75_prediction,i76_prediction,i77_prediction,i79_prediction,i80_prediction,i81_prediction,i87_prediction,i88_prediction,i89_prediction,i97_prediction,unknown_prediction,i04_prediction,i100_prediction,i101_prediction,i102_prediction,i111_prediction,i147_prediction,i59_prediction,i63_prediction,i68_prediction,i70_prediction,i82_prediction,i95_prediction,i96_prediction,i10_prediction,i104_prediction,i107_prediction,i11_prediction,i130_prediction,i132_prediction,i33_prediction,i50_prediction,i54_prediction,i64_prediction,i73_prediction,i83_prediction,i90_prediction,i53_prediction,i99_prediction,i123_prediction,i40_prediction,i52_prediction,i51_prediction,i71_prediction,i86_prediction,i91_prediction,i106_prediction,i125_prediction,i94_prediction,i98_prediction,i112_prediction,i78_prediction,i121_prediction,i117_prediction,i141_prediction,i103_prediction,i133_prediction,i84_prediction,i114_prediction,i120_prediction,i134_prediction,i109_prediction,i129_prediction,i105_prediction,i144_prediction,i122_prediction,i85_prediction,i118_prediction,i116_prediction,i140_prediction,i108_prediction,i115_prediction,i119_prediction,i58_prediction,i131_prediction,i110_prediction,i113_prediction,i56_prediction,i139_prediction,i93_prediction,i62_prediction,i128_prediction,i127_prediction,i142_prediction,i135_prediction,i126_prediction,i145_prediction,i138_prediction
1535734200000,46.0,2811.0,33.0,448.0,507360.0,181.0,,101.0,140.0,94.0,,8004.0,178.0,246.0,1292.0,32.0,7.0,4.0,33.0,5.0,37.0,4.0,12.0,18.0,5.0,,20.0,116.0,51.0,2.0,1168.0,,12.0,,221021.0,140.0,13.0,97.0,13.0,5.0,3.0,26459.0,821.0,23.0,113.0,2.0,1.0,,1.0,2.0,,16.0,,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,1.0,5.0,3.0,,6.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,2811.0,33.0,448.0,507360.0,181.0,,101.0,140.0,94.0,,8004.0,178.0,246.0,1292.0,18.0,7.0,4.0,33.0,5.0,37.0,4.0,12.0,18.0,5.0,,20.0,116.0,51.0,2.0,1168.0,,12.0,,221021.0,94.0,13.0,97.0,13.0,5.0,3.0,26459.0,821.0,23.0,124.0,2.0,1.0,,1.0,2.0,,16.0,,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,1.0,5.0,3.0,,3.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535734500000,39.0,2913.0,74.0,444.0,484262.0,38.0,,5.0,228.0,122.0,,4487.0,137.0,238.0,1323.0,22.0,9.0,4.0,18.0,11.0,33.0,,7.0,22.0,9.0,,24.0,113.0,42.0,8.0,1169.0,,1.0,,203339.0,125.0,26.0,132.0,35.0,5.0,3.0,26213.0,594.0,19.0,188.0,1.0,,,,,,,,,,,,,,1.0,3.0,,,,,,,,,4.0,,,,,,2.0,3.0,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,2913.0,74.0,444.0,484262.0,38.0,,5.0,228.0,122.0,,4487.0,137.0,238.0,1323.0,22.0,9.0,4.0,18.0,11.0,33.0,,7.0,22.0,9.0,,24.0,116.0,42.0,8.0,1169.0,,1.0,,203339.0,125.0,26.0,132.0,35.0,5.0,3.0,26459.0,594.0,19.0,188.0,1.0,,,,,,,,,,,,,,1.0,3.0,,,,,,,,,1.0,,,,,,2.0,3.0,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535734800000,59.0,2015.0,76.0,591.0,466151.0,91.0,,6.0,176.0,88.0,,5246.0,123.0,248.0,1232.0,16.0,,3.0,15.0,4.0,103.0,,8.0,12.0,1.0,,16.0,114.0,94.0,37.0,1215.0,,1.0,10.0,201239.0,76.0,31.0,113.0,76.0,1.0,5.0,21830.0,638.0,20.0,165.0,,,,3.0,,,,,,,,1.0,,,,5.0,,,,,2.0,,,,1.0,,,,,,2.0,2.0,,,6.0,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,2015.0,76.0,591.0,466151.0,91.0,,6.0,176.0,84.0,,5246.0,123.0,248.0,1232.0,16.0,,3.0,18.0,4.0,103.0,,8.0,12.0,1.0,,16.0,114.0,94.0,37.0,1215.0,,1.0,10.0,201239.0,76.0,31.0,113.0,76.0,1.0,5.0,21830.0,638.0,20.0,165.0,,,,3.0,,,,,,,,1.0,,,,5.0,,,,,2.0,,,,1.0,,,,,,2.0,1.0,,,6.0,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535735100000,85.0,2502.0,104.0,652.0,434840.0,88.0,,8.0,149.0,84.0,,8212.0,121.0,246.0,1039.0,11.0,8.0,9.0,35.0,23.0,48.0,,1.0,11.0,3.0,,19.0,73.0,52.0,12.0,1217.0,,2.0,3.0,182953.0,95.0,7.0,115.0,8.0,,5.0,22286.0,709.0,14.0,47.0,1.0,,,2.0,8.0,,,,,,,2.0,,,1.0,,,,,,,,,,34.0,,,,,,2.0,1.0,9.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,2502.0,104.0,652.0,466151.0,88.0,,8.0,149.0,84.0,,8212.0,121.0,248.0,1039.0,11.0,8.0,9.0,35.0,23.0,48.0,,1.0,11.0,3.0,,19.0,73.0,52.0,12.0,1217.0,,2.0,3.0,170839.0,95.0,7.0,113.0,8.0,,5.0,22286.0,709.0,14.0,47.0,1.0,,,2.0,2.0,,,,,,,2.0,,,1.0,,,,,,,,,,1.0,,,,,,2.0,1.0,9.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535735400000,10.0,2215.0,52.0,550.0,409716.0,151.0,,18.0,171.0,64.0,3.0,7612.0,101.0,260.0,976.0,46.0,11.0,8.0,26.0,12.0,29.0,5.0,3.0,28.0,18.0,,27.0,79.0,115.0,17.0,786.0,,,19.0,170839.0,140.0,59.0,104.0,19.0,,6.0,21666.0,592.0,22.0,271.0,2.0,1.0,,,,,,,,,,,,2.0,,13.0,,2.0,,,,,,,4.0,,,,,,3.0,1.0,5.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,2215.0,104.0,550.0,409716.0,151.0,,18.0,171.0,84.0,3.0,7612.0,101.0,260.0,976.0,46.0,8.0,8.0,26.0,12.0,29.0,5.0,3.0,28.0,18.0,,27.0,79.0,115.0,12.0,786.0,,,3.0,170839.0,140.0,59.0,104.0,19.0,,5.0,21666.0,592.0,22.0,47.0,2.0,1.0,,,,,,,,,,,,2.0,,13.0,,2.0,,,,,,,4.0,,,,,,3.0,1.0,5.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535735700000,40.0,2020.0,168.0,493.0,402474.0,192.0,,12.0,158.0,41.0,1.0,5617.0,96.0,222.0,1056.0,15.0,,3.0,9.0,9.0,41.0,,7.0,3.0,9.0,,17.0,82.0,44.0,169.0,780.0,,7.0,20.0,157948.0,61.0,26.0,91.0,38.0,,7.0,21564.0,530.0,12.0,442.0,,,,3.0,2.0,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,1.0,1.0,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,2020.0,168.0,493.0,402474.0,192.0,,12.0,158.0,41.0,1.0,5617.0,96.0,222.0,1056.0,15.0,,2.0,9.0,12.0,41.0,,7.0,3.0,9.0,,17.0,82.0,44.0,169.0,780.0,,7.0,20.0,157948.0,61.0,26.0,91.0,19.0,,7.0,21564.0,530.0,12.0,442.0,,,,2.0,2.0,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,1.0,1.0,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535736000000,44.0,2300.0,26.0,351.0,383264.0,129.0,,10.0,158.0,65.0,,5349.0,126.0,217.0,1005.0,17.0,198.0,2.0,27.0,13.0,34.0,2.0,1.0,14.0,6.0,350.0,44.0,100.0,33.0,192.0,1166.0,,15.0,,145003.0,75.0,18.0,107.0,14.0,,3.0,22759.0,437.0,21.0,157.0,,,,,,,,,,,,4.0,,,,5.0,,,,,,,,,,,,,,,1.0,,,,2.0,,2.0,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,2300.0,26.0,351.0,383264.0,192.0,,10.0,158.0,65.0,,5349.0,96.0,217.0,1005.0,17.0,198.0,2.0,27.0,13.0,34.0,2.0,1.0,14.0,9.0,350.0,25.0,100.0,33.0,192.0,1166.0,,7.0,,145003.0,75.0,18.0,107.0,14.0,,3.0,22759.0,437.0,21.0,442.0,,,,,,,,,,,,4.0,,,,5.0,,,,,,,,,,,,,,,1.0,,,,2.0,,2.0,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535736300000,52.0,2556.0,35.0,297.0,361377.0,203.0,,7.0,190.0,75.0,,5943.0,89.0,254.0,925.0,16.0,30.0,1.0,46.0,5.0,29.0,,3.0,14.0,,,25.0,93.0,14.0,142.0,757.0,,12.0,,141055.0,102.0,14.0,100.0,32.0,,68.0,20317.0,577.0,12.0,103.0,,,,,,,,,,,,1.0,,,,3.0,,1.0,,,,,,,,,,,,,2.0,2.0,,,6.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,2556.0,35.0,297.0,361377.0,203.0,,7.0,158.0,75.0,,5943.0,89.0,254.0,932.0,16.0,30.0,2.0,46.0,5.0,29.0,,1.0,14.0,,,25.0,93.0,14.0,142.0,757.0,,12.0,,141055.0,102.0,14.0,100.0,32.0,,68.0,20317.0,577.0,12.0,103.0,,,,,,,,,,,,1.0,,,,3.0,,1.0,,,,,,,,,,,,,2.0,2.0,,,6.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535736600000,28.0,2428.0,33.0,250.0,357659.0,285.0,,5.0,154.0,54.0,,5019.0,106.0,194.0,932.0,10.0,9.0,15.0,94.0,10.0,28.0,,5.0,19.0,3.0,,24.0,108.0,10.0,213.0,908.0,,7.0,,141995.0,87.0,5.0,99.0,45.0,,4.0,22040.0,491.0,15.0,131.0,,,,2.0,,,17.0,,,,,,,,,4.0,,,,,,,,,,,,,,,3.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,2428.0,33.0,250.0,357659.0,203.0,,5.0,154.0,54.0,,5019.0,89.0,194.0,932.0,10.0,9.0,15.0,94.0,10.0,28.0,,5.0,19.0,3.0,,24.0,108.0,10.0,213.0,908.0,,7.0,,141995.0,102.0,5.0,99.0,45.0,,4.0,22040.0,491.0,15.0,131.0,,,,2.0,,,2.0,,,,,,,,,4.0,,,,,,,,,,,,,,,3.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535736900000,21.0,2276.0,25.0,258.0,323815.0,211.0,,6.0,143.0,60.0,,5617.0,93.0,189.0,865.0,4.0,3.0,2.0,25.0,8.0,38.0,5.0,,5.0,69.0,,24.0,120.0,9.0,3.0,781.0,,3.0,,131633.0,73.0,9.0,90.0,44.0,,4.0,15296.0,501.0,8.0,360.0,,8.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,2240.0,25.0,258.0,323815.0,211.0,,6.0,143.0,60.0,,5617.0,93.0,189.0,865.0,4.0,3.0,2.0,25.0,8.0,38.0,5.0,,5.0,69.0,,24.0,89.0,9.0,3.0,781.0,,3.0,,131633.0,73.0,9.0,90.0,17.0,,4.0,15296.0,501.0,8.0,360.0,,8.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535737200000,26.0,2240.0,39.0,216.0,312756.0,65.0,,6.0,179.0,88.0,,4991.0,52.0,215.0,994.0,15.0,,2.0,35.0,3.0,17.0,5.0,10.0,9.0,16.0,,17.0,89.0,8.0,,681.0,,5.0,,121069.0,55.0,20.0,91.0,17.0,,7.0,15401.0,405.0,8.0,32.0,,3.0,,,,,,,,,,1.0,,,,3.0,,,,,,,,,3.0,,30.0,,,,3.0,3.0,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,2240.0,39.0,216.0,312756.0,65.0,,6.0,179.0,88.0,,4991.0,52.0,215.0,994.0,15.0,,2.0,25.0,3.0,17.0,5.0,10.0,9.0,16.0,,17.0,89.0,8.0,,681.0,,5.0,,131633.0,55.0,20.0,91.0,17.0,,7.0,15401.0,405.0,8.0,32.0,,3.0,,,,,,,,,,1.0,,,,3.0,,,,,,,,,3.0,,5.0,,,,3.0,2.0,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535737500000,23.0,1983.0,47.0,349.0,291189.0,84.0,,4.0,143.0,50.0,,4632.0,171.0,230.0,957.0,12.0,4.0,2.0,27.0,3.0,29.0,1.0,9.0,13.0,17.0,,11.0,70.0,29.0,4.0,511.0,,,,108280.0,40.0,1.0,89.0,,,3.0,14084.0,632.0,15.0,96.0,2.0,,,3.0,4.0,,,,,,4.0,1.0,,,,,,,,,,,,,,,31.0,,,,3.0,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,1983.0,39.0,349.0,291189.0,84.0,,4.0,143.0,50.0,,4632.0,171.0,230.0,957.0,12.0,4.0,2.0,27.0,3.0,29.0,1.0,9.0,13.0,17.0,,11.0,70.0,29.0,4.0,511.0,,,,108280.0,40.0,1.0,89.0,,,3.0,14084.0,632.0,15.0,96.0,2.0,,,3.0,7.0,,,,,,4.0,1.0,,,,,,,,,,,,,,,31.0,,,,3.0,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535737800000,13.0,1862.0,23.0,226.0,266703.0,66.0,,4.0,177.0,120.0,,5861.0,49.0,218.0,949.0,3.0,6.0,6.0,30.0,6.0,87.0,5.0,6.0,8.0,3.0,,18.0,113.0,57.0,,497.0,,,,101499.0,49.0,17.0,103.0,5.0,,6.0,13524.0,594.0,10.0,197.0,2.0,,,1.0,,,2.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,1862.0,23.0,226.0,266703.0,66.0,,4.0,177.0,120.0,,5861.0,49.0,218.0,957.0,3.0,6.0,2.0,30.0,6.0,87.0,5.0,6.0,8.0,3.0,,18.0,113.0,29.0,,497.0,,,,101499.0,49.0,17.0,103.0,5.0,,6.0,13524.0,594.0,10.0,197.0,2.0,,,1.0,,,2.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535738100000,26.0,2022.0,16.0,135.0,245139.0,99.0,,4.0,128.0,22.0,,5823.0,136.0,246.0,975.0,10.0,2.0,11.0,16.0,9.0,18.0,10.0,,15.0,5.0,8545.0,14.0,112.0,24.0,,531.0,,3.0,,95677.0,62.0,,82.0,21.0,,5.0,14401.0,428.0,21.0,160.0,,,,,,,4.0,,,,,,,,,1.0,,6.0,,,,,,,,,,,,,2.0,18.0,,,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,2022.0,16.0,135.0,245139.0,66.0,,4.0,128.0,22.0,,5823.0,136.0,246.0,975.0,10.0,2.0,11.0,30.0,9.0,18.0,10.0,,8.0,5.0,8545.0,14.0,112.0,24.0,,531.0,,3.0,,95677.0,62.0,,82.0,21.0,,5.0,14401.0,428.0,21.0,160.0,,,,,,,4.0,,,,,,,,,1.0,,6.0,,,,,,,,,,,,,2.0,18.0,,,3.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535738400000,14.0,2189.0,16.0,242.0,246748.0,83.0,,4.0,165.0,34.0,,5868.0,123.0,226.0,1000.0,11.0,32.0,2.0,9.0,8.0,23.0,1.0,4.0,8.0,6.0,,16.0,120.0,14.0,,594.0,,2.0,,85715.0,57.0,9.0,112.0,6.0,,4.0,16724.0,555.0,9.0,382.0,,1.0,,3.0,,,,,,,,3.0,,,1.0,2.0,,,,,,,,,,,,,,,1.0,8.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,2189.0,16.0,242.0,246748.0,83.0,,4.0,165.0,34.0,,5868.0,123.0,226.0,1000.0,11.0,2.0,2.0,9.0,8.0,23.0,1.0,4.0,8.0,6.0,,16.0,120.0,14.0,,594.0,,2.0,,95677.0,57.0,9.0,112.0,6.0,,4.0,16724.0,428.0,9.0,382.0,,1.0,,3.0,,,,,,,,3.0,,,1.0,2.0,,,,,,,,,,,,,,,1.0,8.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535738700000,14.0,1955.0,21.0,233.0,229752.0,65.0,,6.0,161.0,39.0,,5406.0,70.0,211.0,876.0,6.0,3.0,3.0,11.0,9.0,25.0,2.0,1.0,13.0,,9627.0,15.0,68.0,16.0,,488.0,,2.0,,80045.0,45.0,8.0,110.0,3.0,,3.0,21149.0,553.0,6.0,160.0,,2.0,,2.0,7.0,,,,,,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,5.0,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,1955.0,21.0,233.0,229752.0,65.0,,6.0,161.0,39.0,,5406.0,70.0,211.0,876.0,6.0,3.0,3.0,11.0,9.0,25.0,2.0,1.0,13.0,,9627.0,15.0,120.0,16.0,,488.0,,2.0,,80045.0,45.0,8.0,112.0,3.0,,3.0,21149.0,553.0,6.0,382.0,,2.0,,2.0,7.0,,,,,,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,5.0,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535739000000,20.0,1549.0,43.0,217.0,215976.0,167.0,,6.0,155.0,34.0,,6087.0,99.0,233.0,893.0,6.0,3.0,1.0,17.0,11.0,40.0,,3.0,7.0,,4313.0,18.0,85.0,14.0,,416.0,,3.0,,81867.0,48.0,6.0,86.0,3.0,,4.0,26346.0,560.0,7.0,57.0,,,,,2.0,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,2.0,6.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,1549.0,43.0,217.0,215976.0,167.0,,6.0,155.0,34.0,,7163.0,99.0,233.0,893.0,6.0,3.0,1.0,17.0,7.0,40.0,,3.0,7.0,,4313.0,18.0,85.0,14.0,,416.0,,3.0,,81867.0,48.0,6.0,86.0,1.0,,4.0,26346.0,560.0,7.0,43.0,,,,,2.0,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,2.0,6.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535739300000,22.0,1441.0,14.0,151.0,212924.0,126.0,,9.0,148.0,26.0,,7163.0,77.0,286.0,934.0,6.0,9.0,6.0,31.0,7.0,94.0,,,2.0,6.0,115.0,19.0,79.0,7.0,2.0,472.0,,,20.0,75788.0,48.0,9.0,86.0,1.0,,,22413.0,444.0,2.0,43.0,5.0,,,2.0,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,2.0,5.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,1549.0,14.0,217.0,212924.0,126.0,,9.0,148.0,26.0,,7163.0,77.0,286.0,934.0,6.0,9.0,6.0,31.0,7.0,94.0,,,2.0,6.0,115.0,19.0,79.0,7.0,1.0,416.0,,,20.0,75788.0,48.0,9.0,86.0,1.0,,,22413.0,444.0,2.0,43.0,2.0,,,2.0,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,2.0,5.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535739600000,4.0,1778.0,26.0,297.0,199141.0,70.0,,3.0,141.0,26.0,,9187.0,129.0,250.0,926.0,3.0,3.0,8.0,8.0,24.0,25.0,,3.0,13.0,3.0,,13.0,101.0,32.0,1.0,473.0,,,,71847.0,48.0,,94.0,2.0,,,27085.0,642.0,7.0,133.0,,,,1.0,,,3.0,,,,7.0,1.0,,,2.0,1.0,,1.0,,,,,,,,,,,,,3.0,4.0,4.0,,5.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1778.0,26.0,297.0,199141.0,70.0,,9.0,141.0,26.0,,9187.0,129.0,250.0,934.0,3.0,3.0,8.0,8.0,7.0,25.0,,3.0,13.0,3.0,,13.0,101.0,32.0,1.0,473.0,,,,75788.0,48.0,,94.0,2.0,,,27085.0,642.0,7.0,133.0,,,,1.0,,,3.0,,,,7.0,1.0,,,2.0,1.0,,1.0,,,,,,,,,,,,,3.0,4.0,4.0,,5.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535739900000,12.0,2136.0,15.0,162.0,190842.0,177.0,,9.0,143.0,33.0,,9031.0,57.0,292.0,933.0,,2.0,20.0,14.0,29.0,19.0,,1.0,6.0,6.0,,13.0,115.0,27.0,1.0,521.0,,4.0,,73791.0,67.0,24.0,84.0,9.0,,1.0,38906.0,583.0,7.0,,,,,,2.0,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,2.0,7.0,,,9.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,2136.0,15.0,162.0,190842.0,177.0,,9.0,143.0,33.0,,9031.0,57.0,292.0,933.0,,3.0,20.0,14.0,29.0,19.0,,1.0,6.0,6.0,,13.0,115.0,27.0,1.0,473.0,,4.0,,73791.0,48.0,24.0,94.0,9.0,,1.0,38906.0,583.0,7.0,,,,,,2.0,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,3.0,4.0,,,9.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535740200000,7.0,2308.0,19.0,219.0,179154.0,147.0,,5.0,136.0,46.0,,11187.0,86.0,231.0,879.0,1.0,1.0,12.0,16.0,20.0,18.0,,3.0,2.0,3.0,,15.0,118.0,34.0,2.0,518.0,,,21.0,69987.0,71.0,9.0,123.0,10.0,4.0,4.0,55161.0,827.0,6.0,,,,,2.0,9.0,,,,,,1.0,2.0,,,1.0,9.0,,,,,,,,,,,,,,,3.0,5.0,,,15.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2308.0,15.0,219.0,190842.0,147.0,,5.0,136.0,46.0,,9031.0,86.0,231.0,879.0,1.0,1.0,20.0,16.0,20.0,19.0,,3.0,2.0,3.0,,15.0,118.0,34.0,2.0,518.0,,,21.0,69987.0,71.0,9.0,123.0,10.0,4.0,4.0,55161.0,827.0,7.0,,,,,2.0,9.0,,,,,,1.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,3.0,5.0,,,9.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
