i15,e09,c2,p35,l3,3151
i02,e09,c1,p24,l3,39
i25,e08,c5,p21,l3,12
i21,e09,c1,p10,l3,8
i16,e08,c5,p29,l3,1
i16,e08,c5,p14,l3,4
i39,e01,c5,p01,l3,25
i05,e09,c1,p19,l3,23
i39,e01,c5,p19,l3,22
i06,e12,c5,p31,l3,16
i06,e04,c3,p21,l1,2
i23,e03,c5,p26,l3,1
i32,e08,c5,p10,l3,7
i23,e04,c5,p07,l3,12
i120,e08,c5,p35,l3,8
i43,e08,c1,p01,l3,28
i23,e04,c5,p19,l3,17
i16,e01,c5,p05,l3,4
i17,e11,c5,p20,l3,3
i14,e12,c5,p22,l3,6
i01,e08,c1,p11,l3,18
i23,e08,c5,p13,l3,1
i16,e09,c5,p17,l3,1
i07,e12,c5,p12,l3,3
i13,e11,c5,p17,l3,17
i38,e10,c1,p26,l2,9
i22,e05,c5,p10,l3,2
i23,e03,c5,p11,l3,7
i03,e04,c5,p12,l3,4
i05,e08,c1,p32,l3,6
i14,e13,c5,p21,l3,8
i30,e09,c1,p05,l3,5
i13,e11,c5,p28,l3,5
i46,e09,c1,p10,l3,3
i23,e03,c5,p05,l3,6
i38,e01,c4,p24,l3,2
i34,e04,c5,p23,l3,7
i14,e11,c5,p14,l3,2
i01,e09,c1,p03,l3,2
i38,e04,c4,p19,l1,1
i12,e04,c5,p18,l3,4
i34,e09,c5,p31,l3,1
i34,e05,c5,p01,l3,1
i05,e03,c1,p23,l3,1
i22,e05,c5,p29,l3,1
i13,e05,c5,p35,l3,1
i14,e04,c5,p22,l3,1
i27,e09,c5,p18,l3,1
i23,e01,c5,p02,l3,1
i46,e08,c4,p16,l3,1
i03,e01,c5,p01,l3,1
i05,e09,c1,p24,l3,1
i21,e03,c1,p04,l3,1
i01,e09,c1,p25,l3,1
i16,e11,c5,p21,l3,1
i38,e12,c1,p06,l3,1
i06,e10,c5,p18,l3,24926
i38,e10,c1,p01,l4,3435
i06,e10,c3,p11,l3,477
i17,e11,c5,p10,l3,887
i06,e11,c5,p35,l2,1525
i38,e11,c1,p24,l2,137
i06,e10,c5,p12,l2,78
i06,e08,c5,p26,l2,141
i01,e09,c1,p04,l3,4
i02,e04,c1,p06,l3,37
i38,e10,c7,p17,l3,231
i02,e09,c1,p01,l3,140
i38,e06,c1,p22,l3,102
i38,e08,c1,p08,l2,54
i38,e04,c1,p17,l1,59
i38,e10,c1,p16,l2,43
i38,e07,c1,p11,l2,9
i17,e11,c5,p23,l3,72
i31,e09,c1,p35,l3,13
i17,e11,c5,p32,l3,7
i43,e01,c1,p15,l3,13
i06,e09,c5,p12,l2,72
i17,e08,c5,p26,l3,12
i30,e09,c1,p04,l3,2
i14,e13,c5,p18,l3,8
i34,e09,c5,p10,l3,32
i34,e03,c5,p08,l3,23
i05,e07,c1,p11,l3,12
i05,e09,c1,p11,l3,2
i05,e06,c1,p10,l3,31
i34,e09,c5,p12,l3,6
i15,e04,c6,p35,l3,57
i01,e09,c1,p10,l3,14
i16,e08,c5,p16,l3,16
i14,e08,c5,p07,l3,30
i19,e08,c5,p10,l3,29
i32,e04,c5,p28,l3,1
i08,e09,c1,p10,l3,1
i06,e12,c5,p18,l3,196
i23,e08,c5,p35,l3,7
i34,e01,c5,p10,l3,26
i06,e10,c3,p03,l4,8
i06,e11,c3,p03,l2,1
i12,e04,c5,p19,l3,16
i43,e09,c1,p35,l3,12
i38,e01,c1,p06,l3,18
i14,e08,c3,p02,l3,2
i41,e07,c1,p14,l3,8
i27,e01,c5,p16,l3,3
i02,e08,c4,p09,l3,4
i54,e01,c1,p35,l3,1
i05,e07,c1,p15,l3,3
i34,e08,c5,p28,l3,5
i41,e07,c1,p18,l3,4
i09,e04,c5,p35,l3,3
i41,e04,c1,p07,l3,4
i06,e08,c3,p01,l2,84
i05,e12,c1,p23,l3,8
i02,e08,c4,p25,l3,60
i14,e04,c5,p35,l3,3
i27,e10,c5,p01,l3,2
i32,e09,c5,p10,l3,1
i07,e12,c5,p06,l3,1
i34,e09,c5,p32,l3,3
i42,e02,c5,p06,l3,3
i23,e03,c5,p16,l3,2
i43,e09,c4,p05,l3,2
i13,e08,c5,p21,l3,3
i14,e11,c5,p25,l3,1
i29,e09,c5,p10,l3,1
i64,e01,c3,p35,l3,1
i46,e11,c1,p29,l3,2
i43,e09,c1,p18,l3,3
i06,e02,c5,p07,l1,2
i34,e08,c5,p30,l3,1
i07,e11,c5,p07,l3,1
i13,e09,c5,p10,l3,1
i34,e01,c5,p15,l3,3
i38,e07,c4,p03,l2,1
i63,e10,c1,p10,l1,1
i38,e12,c1,unknown,l3,1
i06,e01,c5,p30,l3,1
i38,e09,c7,p02,l2,2
i30,e09,c1,p23,l3,1
i25,e03,c5,p19,l3,1
i38,e10,c1,p10,l4,14539
i34,e03,c5,p10,l3,378
i06,e04,c5,p21,l1,332
i38,e10,c7,p13,l2,12
i06,e01,c5,p07,l3,67
i38,e08,c1,p19,l2,946
i06,e10,c3,p03,l3,272
i06,e11,c5,p08,l2,196
i44,e09,c3,p24,l3,1
i21,e12,c1,p19,l3,9
i06,e11,c5,p20,l2,69
i46,e08,c1,p35,l3,1102
i17,e04,c5,p35,l3,50
i34,e08,c5,p16,l3,52
i14,e08,c5,p15,l3,60
i38,e08,c1,p12,l2,124
i12,e08,c5,p10,l3,24
i06,e09,c5,p24,l2,77
i14,e08,c5,p17,l3,26
i38,e10,c4,p02,l3,388
i06,e01,c5,p04,l3,66
i38,e09,c1,p22,l2,29
i38,e06,c1,p13,l3,1218
i05,e12,c1,p31,l3,7
i38,e10,c4,p05,l4,11
i02,e01,c1,p24,l3,32
i38,e09,c1,p07,l2,41
i34,e09,c5,p01,l3,20
i07,e01,c5,p35,l3,18
i19,e11,c5,p35,l3,94
i38,e11,c4,p10,l2,18
i39,e01,c5,p32,l3,2
i38,e09,c1,p23,l2,7
i17,e11,c5,p06,l3,85
i14,e04,c5,p05,l3,4
i34,e04,c5,p12,l3,27
i17,e08,c5,p08,l3,23
i23,e13,c5,p05,l3,47
i03,e10,c5,p05,l3,13
i23,e13,c5,p22,l3,18
i27,e10,c5,p19,l3,9
i17,e04,c5,p15,l3,31
i29,e01,c5,p35,l3,4
i42,e05,c5,p26,l3,2
i02,e08,c4,p10,l3,6
i34,e04,c5,p18,l3,9
i38,e10,c4,p15,l1,1
i43,e09,c1,p16,l3,8
i43,e09,c1,p13,l3,5
i67,e09,c5,p24,l3,2
i07,e04,c5,p28,l3,1
i13,e01,c5,p03,l3,4
i16,e11,c5,p19,l3,1
i14,e12,c5,p21,l3,1
i29,e04,c5,p35,l3,9
i38,e08,c4,p12,l2,4
i48,e08,c1,p35,l3,5
i23,e09,c5,p35,l3,1
i43,e01,c1,p05,l3,5
i05,e07,c1,p14,l3,7
i17,e09,c5,p28,l3,6
i06,e10,c3,p09,l3,4
i38,e10,c1,unknown,l3,2
i14,e01,c5,p16,l3,1
i75,e01,c1,p35,l3,2
i41,e04,c1,p09,l3,1
i14,e09,c5,p14,l3,2
i09,e04,c5,p31,l3,1
i27,e04,c5,p10,l3,3
i67,e01,c5,p05,l3,1
i43,e03,c1,p07,l3,1
i29,e01,c5,p07,l3,1
i27,e01,c5,p10,l3,1
i02,e05,c1,p19,l3,1
i09,e01,c5,p03,l3,1
i44,e09,c3,p35,l3,1
i05,e11,c1,p35,l3,3
i34,e01,c5,p02,l3,2
i43,e04,c1,p28,l3,2
i02,e11,c1,p35,l3,1
i06,e05,c5,p04,l1,1
i06,e10,c5,p03,l3,40008
i38,e10,c1,p17,l4,2009
i06,e01,c5,p08,l3,39
i38,e09,c1,p10,l2,478
i63,e10,c1,p01,l4,17
i06,e08,c5,p18,l2,2075
i06,e10,c5,p30,l4,113
i06,e12,c5,p16,l3,545
i38,e10,c1,p08,l2,33
i02,e01,c1,p16,l3,140
i38,e11,c1,p26,l2,16
i06,e04,c5,p32,l1,103
i38,e07,c1,p03,l2,15
i38,e10,c4,p12,l3,69
i38,e10,c7,p17,l4,20
i34,e03,c5,p12,l3,52
i06,e01,c5,p24,l3,82
i05,e08,c1,p35,l3,603
i06,e08,c5,p23,l2,815
i38,e10,c1,p30,l3,35
i42,e05,c3,p15,l3,25
i14,e08,c5,p24,l3,23
i06,e10,c5,p17,l1,76
i06,e10,c3,p23,l4,15
i06,e10,c3,p24,l4,13
i14,e01,c5,p15,l3,4
i05,e06,c1,p35,l3,30
i17,e11,c5,p08,l3,25
i34,e04,c5,p19,l3,67
i38,e04,c1,p09,l1,13
i38,e07,c1,p18,l2,6
i38,e10,c4,p16,l4,11
i06,e12,c5,p08,l3,60
i34,e03,c5,p09,l3,11
i42,e05,c5,p19,l3,9
i06,e10,c5,p31,l1,6
i41,e04,c1,p23,l3,3
i13,e09,c5,p19,l3,8
i39,e09,c5,p01,l3,32
i46,e04,c1,p04,l3,7
i01,e01,c1,p10,l3,14
i39,e09,c5,p29,l3,9
i14,e12,c5,p05,l3,10
i06,e01,c3,p24,l3,5
i17,e08,c5,p09,l3,12
i39,e01,c5,p14,l3,11
i05,e06,c1,p15,l3,4
i13,e12,c5,p35,l3,1
i16,e04,c5,p32,l3,9
i38,e07,c1,p12,l2,4
i06,e07,c5,p19,l2,5
i34,e04,c5,p15,l3,15
i39,e04,c5,p24,l3,19
i38,e10,c1,p22,l1,10
i16,e09,c5,p19,l3,8
i23,e13,c5,p31,l3,2
i23,e03,c5,p13,l3,3
i34,e08,c5,p25,l3,2
i44,e08,c3,p02,l3,2
i06,e10,c3,p15,l2,1
i05,e08,c1,p22,l3,6
i23,e04,c5,p11,l3,9
i41,e01,c1,p05,l3,3
i06,e11,c3,p17,l2,2
i03,e10,c5,p01,l3,2
i24,e08,c1,p19,l3,5
i06,e07,c5,p35,l2,11
i02,e11,c1,p11,l3,1
i38,e12,c1,p02,l3,4
i05,e09,c1,p06,l3,9
i38,e10,c4,p08,l4,5
i38,e12,c1,p35,l3,1
i23,e03,c5,p03,l3,5
i04,e09,c3,p24,l3,4
i43,e04,c1,p16,l3,2
i76,e05,c5,p35,l3,1
i47,e04,c1,p13,l3,1
i38,e01,c1,p34,l3,3
i44,e01,c3,p35,l3,1
i43,e05,c1,p35,l3,2
i06,e05,c5,p24,l1,2
i22,e05,c5,p08,l3,2
i30,e09,c1,p11,l3,2
i32,e04,c5,p13,l3,1
i06,e02,c5,p23,l1,1
i46,e01,c1,p22,l3,2
i46,e13,c1,p19,l3,1
i23,e04,c5,p18,l3,1
i13,e04,c5,p07,l3,1
i38,e04,c1,unknown,l1,1
i06,e10,c5,p23,l4,1156
i06,e10,c5,p02,l1,44
i38,e11,c1,p15,l2,287
i06,e08,c5,p17,l2,2132
i06,e11,c5,p22,l2,159
i38,e11,c1,p35,l2,98
i06,e08,c5,p13,l2,1446
i14,e01,c5,p19,l3,7
i46,e11,c4,p35,l3,1064
i38,e10,c7,p10,l4,96
i41,e08,c1,p16,l3,5
i02,e09,c1,p18,l3,49
i34,e03,c5,p11,l3,133
i02,e01,c1,p14,l3,114
i38,e10,c4,p19,l4,91
i39,e04,c5,p10,l3,86
i06,e08,c5,p28,l2,352
i38,e06,c1,p26,l3,39
i17,e04,c5,p26,l3,11
i38,e10,c4,p14,l3,182
i06,e01,c5,p01,l3,116
i38,e10,c4,p04,l3,50
i06,e01,c5,p05,l3,110
i38,e10,c4,p02,l4,45
i23,e13,c5,p06,l3,18
i05,e01,c1,p13,l3,12
i38,e04,c1,p16,l1,30
i06,e07,c5,p01,l2,4
i06,e07,c5,p11,l2,4
i06,e04,c5,p02,l1,181
i05,e12,c1,p15,l3,21
i108,e13,c5,p10,l3,7
i06,e01,c3,p05,l3,2
i33,e08,c1,p10,l3,25
i14,e08,c5,p12,l3,19
i17,e04,c5,p03,l3,128
i17,e09,c5,p08,l3,8
i17,e11,c5,p35,l3,7
i12,e08,c5,p16,l3,11
i33,e10,c1,p10,l3,5
i01,e11,c1,p10,l3,4
i16,e04,c5,p11,l3,5
i34,e09,c5,p15,l3,13
i17,e04,c5,p06,l3,26
i17,e08,c5,p20,l3,5
i44,e04,c3,p35,l3,9
i38,e04,c7,p21,l1,2
i27,e09,c5,p24,l3,4
i01,e01,c1,p17,l3,8
i16,e08,c5,p12,l3,17
i53,e13,c5,p35,l3,3
i23,e03,c5,p07,l3,7
i03,e08,c5,p12,l3,2
i07,e08,c5,p02,l3,5
i03,e01,c5,p12,l3,4
i30,e09,c1,p03,l3,2
i12,e09,c5,p13,l3,2
i38,e10,c4,p03,l1,4
i23,e12,c5,p35,l3,2
i34,e08,c5,p09,l3,3
i21,e03,c1,p17,l3,1
i23,e09,c5,p17,l3,5
i23,e04,c5,p01,l3,2
i61,e04,c1,p35,l3,2
i38,e10,c4,p02,l2,2
i03,e09,c5,p21,l3,1
i50,e04,c1,p35,l3,3
i38,e09,c4,p19,l2,1
i05,e08,c1,p16,l3,1
i21,e03,c1,p03,l3,1
i07,e12,c5,p31,l3,1
i06,e05,c5,p17,l1,2
i41,e07,c1,p25,l3,1
i38,e10,c4,p04,l1,1
i38,e10,c1,p13,l3,14197
i06,e10,c5,p18,l4,1847
i38,e08,c1,p11,l2,218
i06,e11,c5,p17,l2,572
i02,e04,c1,p03,l3,280
i02,e09,c1,p15,l3,78
i46,e11,c1,p35,l3,2081
i06,e12,c5,p13,l3,299
i38,e11,c1,p05,l2,186
i38,e06,c1,p15,l3,545
i38,e01,c1,p03,l3,159
i38,e04,c1,p24,l1,25
i38,e06,c1,p35,l3,156
i02,e09,c1,p16,l3,155
i06,e08,c5,p22,l2,2182
i01,e09,c1,p35,l3,46
i06,e10,c5,p05,l1,92
i38,e01,c1,p05,l3,68
i39,e04,c5,p21,l3,81
i06,e10,c5,p03,l2,101
i34,e03,c5,p32,l3,54
i46,e08,c1,p03,l3,17
i43,e01,c1,p01,l3,16
i38,e04,c1,p02,l1,67
i38,e11,c1,p31,l2,11
i02,e01,c1,p17,l3,84
i38,e11,c1,p28,l2,47
i41,e01,c1,p04,l3,5
i13,e11,c5,p03,l3,34
i02,e09,c1,p03,l3,139
i23,e03,c5,p19,l3,10
i05,e12,c1,p19,l3,41
i38,e04,c1,p21,l1,66
i42,e05,c5,p24,l3,11
i38,e11,c4,p23,l2,1
i23,e08,c5,p05,l3,51
i02,e04,c1,p08,l3,57
i05,e01,c1,p05,l3,11
i30,e04,c1,p21,l3,13
i06,e11,c3,p35,l2,2
i14,e09,c5,p06,l3,1
i38,e10,c1,p31,l1,10
i46,e08,c1,p19,l3,38
i134,e08,c1,p10,l3,9
i38,e08,c1,p31,l2,15
i34,e08,c5,p08,l3,5
i14,e08,c5,p20,l3,8
i06,e10,c3,p29,l4,6
i38,e10,c1,p08,l1,6
i01,e01,c1,p14,l3,1
i19,e09,c5,p35,l3,4
i30,e01,c1,p19,l3,12
i23,e03,c5,p22,l3,3
i23,e01,c5,p07,l3,7
i03,e04,c5,p05,l3,5
i04,e01,c3,p10,l3,3
i16,e08,c5,p24,l3,30
i07,e04,c5,p11,l3,1
i02,e08,c4,p07,l3,1
i13,e11,c5,p26,l3,5
i23,e01,c5,p15,l3,8
i34,e01,c5,p06,l3,2
i14,e08,c5,p14,l3,5
i30,e04,c1,p06,l3,6
i17,e01,c5,p08,l3,10
i46,e08,c4,p01,l3,1
i03,e10,c5,p11,l3,5
i13,e11,c5,p01,l3,9
i23,e02,c5,p15,l3,2
i21,e04,c1,p15,l3,7
i43,e08,c1,p05,l3,3
i03,e09,c5,p15,l3,1
i06,e07,c5,p04,l2,2
i14,e04,c5,p01,l3,6
i07,e04,c5,p05,l3,2
i67,e09,c5,p04,l3,2
i23,e01,c5,p03,l3,7
i01,e08,c1,p04,l3,3
i17,e08,c5,p28,l3,1
i06,e05,c5,p16,l1,2
i38,e09,c4,p32,l2,2
i06,e11,c3,p10,l2,4
i34,e01,c5,p13,l3,3
i12,e01,c5,p11,l3,2
i14,e04,c5,p19,l3,1
i43,e03,c1,p25,l3,1
i23,e08,c5,p07,l3,6
i25,e04,c5,p10,l3,2
i50,e01,c1,p35,l3,1
i05,e09,c1,p07,l3,2
i34,e04,c5,p09,l3,1
i14,e13,c3,p16,l3,1
i06,e10,c5,p35,l4,1981
i95,e04,c5,p35,l3,22
i34,e03,c5,p05,l3,148
i38,e10,c1,p32,l4,677
i19,e10,c5,p10,l1,3
i38,e10,c1,p20,l4,290
i38,e10,c4,p03,l4,89
i12,e04,c5,p02,l3,2
i38,e10,c1,p14,l3,5233
i16,e08,c5,p21,l3,24
i38,e11,c1,p22,l2,61
i38,e10,c4,p15,l3,394
i41,e04,c1,p15,l3,6
i39,e01,c5,p03,l3,21
i38,e10,c7,p32,l4,19
i46,e04,c1,p15,l3,8
i02,e01,c1,p25,l3,10
i38,e10,c1,p02,l2,27
i13,e03,c5,p21,l3,3
i46,e08,c1,p02,l3,8
i67,e10,c5,p12,l3,13
i38,e10,c1,p06,l2,16
i63,e10,c1,p35,l4,25
i05,e04,c1,p12,l3,10
i33,e03,c1,p32,l3,1
i38,e10,c1,p04,l1,42
i34,e08,c5,p32,l3,66
i06,e10,c5,p06,l2,48
i17,e11,c5,p13,l3,33
i14,e08,c5,p29,l3,24
i06,e10,c3,p19,l4,16
i43,e01,c1,p03,l3,16
i38,e08,c7,p10,l2,8
i49,e11,c1,p35,l3,1
i05,e12,c1,p24,l3,7
i39,e01,c5,p23,l3,8
i39,e04,c5,p12,l3,36
i12,e01,c5,p19,l3,18
i46,e09,c1,p17,l3,5
i21,e03,c1,p12,l3,1
i46,e04,c4,p35,l3,3
i46,e01,c1,p01,l3,4
i38,e04,c1,p14,l1,12
i16,e04,c5,p14,l3,3
i61,e09,c1,p35,l3,2
i12,e01,c5,p05,l3,1
i13,e04,c5,p13,l3,1
i12,e09,c5,p16,l3,1
i41,e12,c1,p17,l3,2
i06,e05,c5,p10,l1,10
i23,e09,c5,p11,l3,4
i34,e09,c5,p07,l3,1
i16,e09,c5,p24,l3,7
i05,e09,c1,p18,l3,3
i38,e09,c4,p05,l2,2
i13,e11,c5,p31,l3,5
i66,e04,c3,p32,l3,1
i14,e08,c5,p22,l3,4
i38,e11,c1,p33,l2,2
i38,e01,c4,p15,l3,1
i34,e04,c5,p04,l3,6
i23,e01,c5,p32,l3,7
i63,e10,c1,p05,l4,3
i03,e09,c5,p35,l3,1
i38,e10,c1,unknown,l1,2
i06,e04,c5,p33,l1,2
i05,e08,c1,p28,l3,1
i06,e10,c3,p08,l3,4
i46,e09,c1,p23,l3,1
i06,e02,c5,p11,l1,3
i29,e09,c5,p12,l3,1
i23,e01,c5,p21,l3,3
i13,e08,c5,p31,l3,3
i48,e04,c1,p03,l3,1
i16,e09,c5,p09,l3,1
i21,e09,c1,p23,l3,1
i42,e05,c3,p07,l3,1
i06,e07,c5,p13,l2,2
i06,e08,c5,p08,l2,555
i06,e10,c5,p12,l3,35119
i06,e08,c5,p09,l2,1451
i48,e11,c1,p10,l3,14
i39,e09,c5,p35,l3,219
i06,e12,c5,p29,l3,307
i06,e10,c5,p11,l3,40359
i43,e04,c1,p10,l3,11
i06,e12,c5,p05,l3,275
i02,e08,c1,p09,l3,467
i02,e08,c1,p05,l3,227
i63,e10,c1,p10,l2,147
i38,e06,c1,p29,l3,212
i02,e04,c1,p35,l3,269
i38,e06,c1,p21,l3,259
i06,e10,c5,p20,l1,13
i06,e10,c5,p29,l1,56
i41,e08,c1,p35,l3,52
i38,e10,c7,p32,l2,8
i06,e10,c5,p26,l4,164
i46,e09,c1,p35,l3,85
i07,e12,c5,p25,l3,9
i06,e10,c5,p24,l1,77
i23,e13,c5,p26,l3,1
i06,e10,c3,p17,l3,60
i06,e10,c5,p09,l2,20
i25,e10,c5,p12,l4,5
i46,e08,c1,p28,l3,26
i39,e04,c5,p20,l3,12
i19,e10,c5,p35,l2,69
i39,e04,c5,p07,l3,29
i30,e01,c1,p05,l3,10
i02,e11,c1,p19,l3,2
i38,e04,c4,p10,l1,10
i46,e08,c1,p12,l3,2
i46,e01,c1,p17,l3,11
i32,e11,c5,p21,l3,11
i05,e08,c1,p06,l3,125
i38,e10,c4,p10,l2,9
i46,e09,c1,p19,l3,5
i46,e11,c1,p15,l3,49
i03,e04,c5,p18,l3,2
i27,e09,c5,p29,l3,1
i46,e08,c1,p07,l3,9
i38,e10,c1,p06,l1,14
i05,e06,c1,p29,l3,6
i03,e01,c5,p08,l3,2
i33,e04,c1,p02,l3,3
i63,e10,c1,p35,l3,4
i05,e01,c1,p01,l3,9
i12,e04,c5,p15,l3,7
i16,e08,c5,p15,l3,14
i43,e03,c4,p05,l3,1
i30,e09,c1,p19,l3,15
i21,e03,c1,p16,l3,1
i14,e11,c5,p19,l3,6
i02,e09,c1,p28,l3,8
i38,e12,c1,p07,l3,4
i06,e10,c3,p16,l4,5
i38,e09,c1,p20,l2,6
i25,e03,c5,p10,l3,2
i05,e03,c1,p05,l3,6
i05,e03,c1,p17,l3,2
i20,e04,c5,p23,l3,1
i46,e08,c1,unknown,l3,2
i23,e08,c5,p28,l3,4
i38,e08,c4,p18,l2,2
i05,e01,c1,p24,l3,1
i108,e13,c5,p12,l3,1
i38,e11,c4,p09,l2,1
i06,e02,c5,p19,l1,2
i16,e05,c5,p03,l3,2
i13,e03,c5,p06,l3,2
i12,e09,c5,p24,l3,1
i43,e04,c1,p18,l3,1
i05,e03,c1,p12,l3,1
i38,e11,c1,unknown,l2,1
i19,e10,c5,p10,l3,333
i38,e10,c1,p11,l4,2628
i06,e10,c5,p12,l4,2274
i38,e10,c1,p29,l4,964
i38,e10,c1,p03,l2,101
i06,e01,c5,p19,l3,280
i21,e01,c1,p10,l3,12
i30,e01,c1,p10,l3,22
i41,e07,c1,p11,l3,21
i06,e09,c5,p04,l2,52
i38,e08,c1,p05,l2,613
i38,e10,c1,unknown,l3,53
i23,e08,c5,p03,l3,64
i30,e04,c1,p10,l3,156
i38,e10,c1,unknown,l3,8
i34,e08,c5,p29,l3,35
i41,e13,c1,p35,l3,16
i19,e11,c5,p10,l3,193
i17,e04,c5,p21,l3,100
i06,e01,c5,p13,l3,96
i38,e08,c1,p29,l2,410
i38,e11,c4,p02,l2,3
i05,e01,c1,p11,l3,16
i05,e06,c1,p11,l3,7
i06,e10,c5,p08,l1,20
i34,e03,c5,p21,l3,109
i37,e10,c5,p33,l3,29
i38,e10,c1,p15,l1,61
i39,e04,c5,p04,l3,81
i05,e04,c1,p15,l3,4
i38,e06,c4,p01,l3,15
i05,e09,c1,p12,l3,4
i41,e07,c1,p04,l3,19
i17,e11,c5,p15,l3,26
i14,e04,c5,p11,l3,87
i12,e08,c5,p21,l3,3
i12,e04,c5,p21,l3,2
i06,e10,c3,p07,l4,19
i07,e08,c5,p07,l3,51
i38,e06,c7,p32,l3,26
i02,e01,c1,p28,l3,12
i05,e06,c1,p17,l3,4
i17,e08,c5,p24,l3,18
i17,e11,c5,p05,l3,40
i34,e04,c5,p29,l3,12
i12,e04,c5,p03,l3,5
i30,e04,c1,p13,l3,6
i14,e04,c5,p15,l3,10
i14,e08,c5,p35,l3,39
i38,e10,c1,p25,l1,7
i06,e09,c5,p08,l2,15
i23,e09,c5,p24,l3,3
i05,e09,c1,p02,l3,2
i42,e05,c5,p10,l3,20
i63,e03,c1,p10,l3,5
i38,e01,c1,p26,l3,4
i30,e04,c1,p07,l3,10
i14,e13,c5,p14,l3,2
i43,e09,c1,p09,l3,11
i05,e12,c1,p11,l3,21
i94,e08,c1,p35,l3,5
i39,e04,c5,p16,l3,18
i21,e04,c1,p24,l3,2
i38,e08,c1,p20,l2,60
i30,e01,c1,p24,l3,1
i05,e07,c1,p21,l3,4
i05,e04,c1,p28,l3,1
i41,e12,c1,p11,l3,1
i12,e09,c5,p10,l3,8
i01,e09,c1,p18,l3,2
i06,e08,c3,p07,l2,3
i16,e08,c5,p18,l3,7
i80,e01,c3,p35,l3,3
i05,e03,c1,p24,l3,1
i23,e08,c5,p19,l3,7
i17,e01,c5,p17,l3,7
i49,e01,c1,p33,l3,1
i66,e04,c3,p21,l3,3
i05,e06,c1,p01,l3,5
i38,e08,c1,p30,l2,51
i67,e10,c5,p05,l3,3
i06,e10,c3,p02,l3,2
i38,e12,c1,p25,l3,1
i12,e08,c5,p03,l3,9
i38,e12,c1,p31,l3,1
i05,e06,c1,p09,l3,2
i41,e09,c1,p12,l3,4
i17,e09,c5,p24,l3,3
i38,e04,c1,unknown,l1,1
i141,e05,c5,p35,l3,2
i43,e09,c1,p08,l3,5
i05,e09,c1,p14,l3,1
i16,e01,c5,p13,l3,1
i06,e05,c5,p19,l1,1
i14,e13,c5,p25,l3,1
i46,e11,c4,p16,l3,1
i34,e09,c5,p09,l3,1
i06,e02,c5,p14,l1,1
i06,e10,c5,p15,l3,58621
i34,e01,c5,p24,l3,6
i38,e10,c1,p03,l3,18672
i17,e04,c5,p01,l3,93
i06,e10,c5,p09,l4,1077
i34,e08,c5,p12,l3,85
i06,e12,c5,p15,l3,443
i17,e01,c5,p19,l3,22
i38,e08,c1,p02,l2,133
i06,e01,c5,p18,l3,117
i38,e06,c1,p06,l3,113
i38,e08,c1,p06,l2,95
i38,e09,c1,p18,l2,31
i06,e10,c5,p24,l4,2115
i12,e08,c5,p17,l3,8
i17,e04,c5,p08,l3,32
i36,e08,c5,p35,l3,50
i13,e08,c5,p19,l3,29
i06,e10,c5,p14,l4,1504
i38,e11,c1,p09,l2,58
i34,e03,c5,p28,l3,16
i02,e01,c1,p04,l3,66
i43,e01,c1,p07,l3,7
i01,e01,c1,p04,l3,5
i34,e09,c5,p19,l3,42
i06,e10,c5,p14,l1,42
i46,e11,c1,p22,l3,154
i06,e10,c3,p04,l3,64
i17,e04,c5,p22,l3,13
i05,e07,c1,p28,l3,3
i17,e04,c5,p14,l3,17
i01,e01,c1,p02,l3,8
i38,e10,c7,p10,l2,14
i38,e10,c4,p16,l3,124
i17,e08,c5,p21,l3,74
i06,e10,c5,p21,l1,87
i06,e10,c5,p35,l2,30
i41,e07,c1,p24,l3,19
i19,e04,c5,p35,l3,4
i38,e10,c4,p01,l1,2
i53,e08,c5,p35,l3,18
i05,e06,c1,p23,l3,6
i05,e12,c1,p14,l3,10
i34,e03,c5,p25,l3,5
i23,e03,c5,p02,l3,6
i38,e08,c4,p15,l2,11
i43,e09,c1,p28,l3,2
i48,e11,c1,p03,l3,14
i34,e01,c5,p23,l3,10
i06,e11,c3,p09,l2,9
i16,e04,c5,p12,l3,3
i23,e04,c5,p35,l3,23
i38,e11,c4,p07,l2,3
i39,e04,c5,p23,l3,3
i12,e01,c5,p10,l3,7
i05,e07,c1,p18,l3,12
i17,e05,c5,p35,l3,2
i34,e03,c3,p10,l3,2
i43,e12,c1,p09,l3,2
i38,e06,c7,p21,l3,1
i03,e10,c5,p10,l3,4
i16,e09,c5,p32,l3,4
i13,e12,c5,p11,l3,1
i43,e08,c1,p16,l3,2
i42,e05,c5,p05,l3,1
i41,e13,c1,p13,l3,2
i41,e01,c1,p13,l3,2
i66,e01,c3,p11,l3,1
i05,e12,c1,p08,l3,2
i39,e04,c5,p25,l3,4
i16,e01,c5,p16,l3,2
i01,e08,c1,p06,l3,2
i14,e09,c5,p21,l3,1
i29,e04,c5,p15,l3,1
i05,e06,c1,p25,l3,1
i34,e04,c5,p07,l3,1
i48,e04,c1,p10,l3,3
i14,e08,c3,p35,l3,1
i41,e01,c1,p28,l3,1
i20,e04,c5,p01,l3,1
