i15,e01,c2,p35,l3,1639
i07,e01,c5,p19,l3,1
i05,e01,c1,p07,l3,4
i05,e09,c1,p08,l3,7
i05,e03,c1,p22,l3,1
i38,e10,c1,unknown,l3,1
i01,e01,c1,p06,l3,1
i14,e11,c5,p11,l3,1
i34,e04,c5,p18,l3,3
i27,e04,c5,p24,l3,3
i38,e10,c4,p31,l4,1
i39,e04,c5,p14,l3,2
i38,e12,c4,p03,l3,2
i38,e09,c1,p32,l2,2
i16,e01,c5,p06,l3,1
i136,e05,c1,p15,l3,1
i31,e04,c1,p35,l3,1
i38,e10,c1,unknown,l2,1
i02,e06,c1,p14,l3,1
i10,e05,c3,p12,l3,1
i38,e10,c4,p18,l2,1
i22,e05,c5,p19,l3,1
i16,e01,c5,p17,l3,1
i47,e09,c1,p35,l3,298
i38,e10,c1,p21,l4,1818
i38,e10,c1,p02,l3,4616
i06,e10,c5,p18,l4,1698
i38,e08,c1,p15,l2,146
i06,e10,c5,p12,l1,57
i06,e09,c5,p11,l2,75
i06,e10,c5,p29,l2,108
i38,e10,c4,p11,l3,335
i38,e01,c1,p08,l3,18
i07,e08,c5,p05,l3,5
i14,e01,c5,p21,l3,25
i06,e01,c5,p06,l3,39
i23,e08,c5,p02,l3,36
i46,e09,c1,p19,l3,18
i38,e10,c4,p07,l4,56
i17,e11,c5,p25,l3,11
i17,e08,c5,p08,l3,12
i30,e04,c1,p10,l3,72
i14,e04,c5,p11,l3,5
i06,e07,c5,p10,l2,7
i14,e08,c5,p24,l3,193
i14,e12,c5,p24,l3,16
i38,e01,c1,unknown,l3,4
i30,e04,c1,p07,l3,18
i06,e10,c5,p35,l1,62
i06,e10,c5,p19,l2,228
i20,e02,c5,p35,l3,1
i38,e10,c4,p12,l1,2
i03,e10,c5,p10,l3,21
i34,e08,c5,p13,l3,27
i16,e04,c5,p02,l3,4
i38,e09,c4,p03,l2,7
i05,e12,c1,p23,l3,2
i05,e08,c1,p02,l3,13
i17,e09,c5,p21,l3,4
i49,e10,c4,p33,l3,38
i46,e01,c1,p29,l3,14
i46,e01,c1,p32,l3,2
i05,e04,c1,p29,l3,3
i41,e11,c1,p21,l3,16
i27,e01,c5,p28,l3,3
i09,e09,c5,p21,l3,1
i38,e09,c1,p25,l2,12
i41,e04,c1,p24,l3,3
i06,e10,c3,p18,l3,8
i27,e09,c5,p05,l3,2
i23,e04,c5,p13,l3,6
i38,e06,c1,p11,l3,6
i39,e09,c5,p06,l3,3
i17,e08,c3,p21,l3,1
i41,e09,c1,p10,l3,9
i09,e01,c5,p10,l3,3
i17,e01,c5,p31,l3,2
i12,e04,c5,p15,l3,1
i32,e11,c5,p07,l3,3
i38,e07,c1,p12,l2,3
i06,e10,c3,p35,l2,6
i12,e01,c5,p04,l3,2
i06,e10,c3,p35,l1,2
i09,e01,c5,p09,l3,1
i05,e09,c1,p12,l3,1
i64,e04,c3,p35,l3,4
i38,e08,c4,p22,l2,1
i06,e08,c3,p05,l2,160
i06,e08,c5,p14,l2,2203
i06,e11,c5,p11,l2,500
i06,e04,c5,p06,l1,208
i06,e08,c5,p03,l2,3316
i38,e10,c1,p08,l4,545
i16,e08,c5,p06,l3,15
i14,e08,c5,p01,l3,92
i38,e10,c1,p05,l3,11410
i06,e10,c5,p24,l4,1753
i02,e04,c1,p19,l3,513
i17,e04,c5,p11,l3,67
i39,e04,c5,p21,l3,87
i38,e09,c1,p15,l2,59
i06,e10,c5,p03,l4,2418
i06,e04,c5,p04,l1,148
i06,e10,c5,p20,l4,292
i43,e09,c1,p19,l3,4
i38,e10,c1,p17,l2,73
i38,e12,c4,p15,l3,2
i06,e10,c3,p29,l3,34
i17,e11,c5,p03,l3,15
i38,e10,c4,p03,l4,45
i05,e12,c1,p13,l3,9
i05,e12,c1,p21,l3,28
i05,e09,c1,p21,l3,1
i38,e10,c1,p05,l2,72
i06,e04,c5,p13,l1,100
i23,e04,c5,p15,l3,18
i30,e04,c1,p03,l3,15
i27,e01,c5,p16,l3,5
i34,e09,c5,p05,l3,11
i38,e09,c1,p18,l2,8
i43,e04,c1,p14,l3,3
i05,e07,c1,p08,l3,1
i17,e04,c5,p02,l3,28
i46,e11,c1,p21,l3,572
i05,e04,c1,p17,l3,11
i27,e01,c5,p04,l3,3
i02,e01,c1,p08,l3,11
i41,e07,c1,p17,l3,1
i05,e01,c1,p21,l3,7
i05,e03,c1,p21,l3,3
i34,e01,c5,p19,l3,13
i42,e02,c5,p35,l3,1
i17,e01,c5,p06,l3,5
i01,e11,c1,p15,l3,1
i05,e09,c1,p07,l3,2
i12,e08,c5,p15,l3,1
i132,e01,c1,p35,l3,2
i38,e07,c1,p11,l2,1
i06,e10,c3,p16,l1,2
i06,e12,c3,p09,l3,1
i38,e10,c4,p22,l4,8
i14,e11,c5,p03,l3,3
i13,e11,c5,p11,l3,10
i30,e04,c1,p05,l3,2
i57,e12,c8,p10,l3,1
i14,e11,c5,p15,l3,7
i16,e09,c5,p22,l3,1
i23,e03,c5,p04,l3,1
i38,e07,c1,p16,l2,1
i107,e01,c2,p35,l3,1
i12,e09,c5,p13,l3,1
i38,e07,c1,p23,l2,1
i23,e09,c5,p28,l3,1
i13,e03,c5,p35,l3,1
i29,e09,c5,p17,l3,1
i06,e02,c5,p11,l1,1
i15,e04,c2,p35,l3,1342
i06,e11,c5,p13,l2,357
i17,e08,c5,p16,l3,29
i06,e10,c5,p03,l3,33137
i38,e10,c4,p18,l3,173
i06,e11,c5,p04,l2,277
i38,e10,c4,p07,l3,370
i06,e10,c5,p10,l1,194
i13,e12,c5,p29,l3,1
i30,e04,c1,p29,l3,21
i34,e03,c5,p05,l3,62
i06,e11,c5,p06,l2,396
i05,e12,c1,p17,l3,6
i05,e08,c1,p12,l3,19
i38,e04,c1,p21,l1,46
i06,e09,c5,p17,l2,76
i16,e04,c5,p07,l3,2
i34,e08,c5,p21,l3,36
i39,e04,c5,p05,l3,45
i30,e01,c1,p21,l3,27
i12,e08,c5,p05,l3,24
i05,e12,c1,p24,l3,31
i46,e08,c1,p17,l3,1
i03,e08,c5,p06,l3,23
i34,e01,c5,p35,l3,13
i27,e04,c5,p13,l3,1
i27,e04,c5,p10,l3,5
i48,e11,c1,p15,l3,1
i17,e01,c5,p17,l3,1
i38,e07,c1,p07,l2,5
i03,e10,c5,p16,l3,5
i16,e08,c5,p18,l3,8
i38,e10,c4,p09,l3,66
i38,e10,c1,p34,l3,88
i30,e04,c1,p20,l3,3
i32,e09,c5,p35,l3,1
i41,e11,c1,p07,l3,12
i17,e01,c5,p12,l3,6
i05,e03,c1,p25,l3,3
i31,e11,c1,p04,l3,1
i14,e09,c5,p32,l3,1
i41,e08,c1,p31,l3,2
i41,e01,c1,p29,l3,2
i39,e01,c5,p28,l3,3
i30,e04,c1,p26,l3,2
i29,e09,c5,p01,l3,1
i38,e10,c4,p08,l4,9
i06,e05,c5,p24,l1,2
i41,e04,c1,p17,l3,3
i39,e01,c5,p26,l3,1
i16,e11,c5,p21,l3,1
i05,e01,c1,p02,l3,1
i21,e12,c1,p02,l3,1
unknown,e03,c1,p35,l3,1
i35,e04,c2,p35,l3,1
i07,e12,c5,p12,l3,1
i05,e01,c1,p06,l3,1
i06,e12,c5,p35,l3,314
i06,e10,c5,p17,l3,33676
i23,e04,c5,p07,l3,14
i05,e07,c1,p10,l3,19
i38,e01,c1,p05,l3,47
i17,e04,c5,p25,l3,22
i38,e08,c1,p28,l2,18
i17,e04,c5,p09,l3,28
i06,e11,c5,p03,l2,505
i38,e10,c1,p09,l4,673
i02,e01,c1,p19,l3,546
i06,e10,c3,p11,l4,6
i02,e04,c1,p11,l3,188
i46,e01,c1,p07,l3,22
i06,e10,c3,p10,l3,101
i02,e01,c1,p29,l3,37
i41,e08,c1,p10,l3,41
i02,e09,c1,p12,l3,36
i46,e01,c1,p13,l3,52
i34,e03,c5,p13,l3,82
i46,e01,c1,p21,l3,5
i34,e03,c5,p08,l3,20
i02,e01,c1,p16,l3,81
i38,e11,c1,p20,l2,22
i41,e08,c1,p18,l3,4
i46,e01,c4,p10,l3,3
i14,e08,c5,p02,l3,19
i06,e04,c5,p28,l1,75
i30,e04,c1,p23,l3,13
i06,e07,c5,p15,l2,4
i26,e01,c1,p35,l3,5
i17,e04,c5,p20,l3,16
i38,e04,c1,p13,l1,22
i13,e03,c5,p10,l3,4
i34,e04,c5,p22,l3,1
i23,e03,c5,p12,l3,1
i12,e08,c5,p13,l3,11
i38,e09,c1,p22,l2,5
i41,e01,c1,p35,l3,26
i05,e08,c1,p21,l3,2
i46,e09,c1,p10,l3,12
i23,e09,c5,p15,l3,4
i41,e01,c1,p20,l3,1
i41,e08,c1,p16,l3,4
i12,e08,c5,p21,l3,4
i06,e01,c5,p02,l3,11
i34,e08,c5,p18,l3,11
i46,e08,c1,p24,l3,3
i38,e10,c1,p09,l1,7
i12,e01,c5,p21,l3,1
i38,e01,c4,p13,l3,3
i46,e04,c1,p09,l3,3
i34,e09,c5,p26,l3,5
i14,e04,c5,p10,l3,1
i46,e08,c1,p09,l3,2
i06,e04,c3,p01,l1,4
i46,e04,c1,unknown,l3,7
i38,e05,c1,p16,l1,2
i23,e09,c5,p07,l3,7
i43,e04,c1,p01,l3,5
i39,e01,c5,p09,l3,2
i38,e09,c4,p10,l2,3
i34,e09,c5,p22,l3,2
i23,e09,c5,p11,l3,2
i39,e09,c5,p14,l3,3
i05,e01,c1,p11,l3,1
i48,e11,c1,p19,l3,1
i30,e01,c1,p02,l3,3
i01,e11,c1,p14,l3,2
i05,e09,c1,p20,l3,1
i46,e08,c1,p11,l3,1
i23,e01,c5,p11,l3,1
i23,e03,c5,p31,l3,1
i38,e12,c4,p14,l3,1
i67,e04,c5,p16,l3,1
i14,e09,c5,p02,l3,1
i05,e01,c1,p01,l3,1
i26,e08,c1,p35,l3,1
i06,e12,c5,p14,l3,178
i47,e04,c1,p35,l3,300
i06,e12,c5,p11,l3,524
i06,e10,c5,p12,l3,29553
i38,e08,c1,p10,l2,894
i38,e10,c1,p17,l3,13975
i46,e11,c1,p32,l3,38
i38,e10,c1,p11,l3,16409
i34,e08,c5,p35,l3,72
i14,e08,c3,p22,l3,30
i06,e08,c5,p23,l2,1703
i14,e08,c5,p23,l3,28
i06,e12,c5,p16,l3,1165
i06,e09,c5,p01,l2,77
i17,e08,c5,p03,l3,61
i06,e10,c5,p05,l1,92
i06,e10,c5,p01,l2,116
i38,e10,c1,p10,l1,119
i05,e12,c1,p12,l3,14
i06,e04,c5,p31,l1,10
i42,e05,c5,p07,l3,1
i06,e10,c5,p11,l2,227
i46,e11,c1,p11,l3,47
i38,e10,c4,p19,l3,167
i43,e03,c1,p13,l3,5
i02,e08,c1,p22,l3,17
i38,e12,c1,p23,l3,3
i38,e11,c1,p30,l2,5
i17,e01,c5,p05,l3,8
i14,e04,c5,p02,l3,6
i38,e06,c1,p13,l3,2
i38,e11,c1,p25,l2,40
i38,e04,c1,unknown,l1,9
i14,e01,c5,p03,l3,4
i16,e04,c5,p16,l3,7
i27,e09,c5,p22,l3,1
i23,e09,c5,p19,l3,3
i06,e10,c5,p29,l1,35
i17,e01,c5,p29,l3,13
i14,e04,c5,p25,l3,8
i23,e09,c5,p10,l3,5
i06,e10,c5,p08,l1,26
i03,e10,c5,p01,l3,2
i22,e05,c5,p06,l3,2
i39,e09,c5,p12,l3,15
i17,e01,c5,p24,l3,4
i31,e04,c1,p04,l3,1
i41,e01,c1,p21,l3,7
i38,e11,c4,p02,l2,4
i06,e10,c3,p13,l4,5
i06,e10,c3,p31,l4,4
i01,e09,c1,p15,l3,4
i02,e09,c1,p20,l3,5
i21,e12,c1,p10,l3,1
i27,e01,c5,p07,l3,4
i44,e09,c3,p35,l3,1
i46,e08,c1,p14,l3,1
i38,e10,c4,p25,l4,4
i41,e09,c1,p19,l3,5
i09,e01,c5,p02,l3,1
i38,e11,c4,p15,l2,2
i43,e04,c1,p05,l3,1
i41,e01,c1,p16,l3,3
i14,e01,c5,p07,l3,3
i41,e01,c1,p07,l3,1
i46,e09,c1,p30,l3,1
i07,e08,c5,p10,l3,1
i06,e02,c5,p14,l1,1
i38,e10,c4,p16,l2,2
i43,e03,c1,p15,l3,1
i30,e04,c1,p13,l3,2
i05,e09,c1,p17,l3,1
i05,e05,c1,p04,l3,1
i17,e08,c5,p32,l3,1
i41,e01,c1,p28,l3,1
i01,e05,c1,p10,l3,1
i44,e01,c3,p35,l3,1
