i15,e09,c6,p35,l3,26
i05,e06,c1,p07,l3,1
i41,e04,c1,p05,l3,1
i05,e04,c1,p14,l3,1
i54,e04,c1,p35,l3,2
i19,e10,c5,p10,l1,1
i06,e05,c5,p18,l1,1
i45,e01,c1,p10,l3,1
i06,e10,c5,p21,l3,37848
i38,e10,c1,p08,l3,1750
i43,e01,c1,p10,l3,35
i06,e10,c5,p26,l4,148
i38,e10,c4,p15,l4,50
i06,e01,c5,p01,l3,95
i46,e04,c1,p35,l3,240
i41,e04,c1,p12,l3,17
i38,e06,c1,p12,l3,266
i06,e08,c5,p20,l2,218
i06,e12,c5,p35,l3,158
i39,e04,c5,p01,l3,35
i31,e12,c1,p13,l3,2
i38,e10,c4,p16,l4,30
i06,e01,c5,p17,l3,83
i06,e10,c5,p35,l1,44
i03,e04,c5,p10,l3,19
i38,e08,c1,p05,l2,107
i47,e04,c4,p35,l3,4
i17,e08,c5,p29,l3,20
i06,e09,c5,p08,l2,25
i34,e01,c5,p12,l3,7
i34,e01,c5,p04,l3,2
i07,e08,c5,p10,l3,16
i01,e08,c1,p05,l3,24
i14,e08,c5,p22,l3,22
i05,e04,c1,p35,l3,28
i06,e12,c5,p20,l3,19
i38,e08,c1,p35,l2,446
i05,e01,c1,p11,l3,10
i17,e04,c5,p31,l3,18
i16,e04,c5,p22,l3,5
i05,e03,c1,p10,l3,18
i17,e11,c5,p32,l3,3
i39,e09,c5,p29,l3,3
i07,e11,c5,p06,l3,10
i43,e01,c1,p11,l3,2
i29,e04,c5,p35,l3,9
i06,e02,c5,p22,l1,2
i12,e08,c5,p02,l3,1
i12,e04,c5,p21,l3,3
i02,e08,c4,p25,l3,3
i16,e08,c5,p15,l3,3
i05,e06,c1,p05,l3,4
i06,e08,c3,p10,l2,4
i06,e07,c5,p03,l2,3
i46,e08,c1,p32,l3,3
i06,e10,c3,p12,l4,3
i06,e07,c5,p29,l2,2
i03,e08,c5,p15,l3,3
i13,e08,c5,p31,l3,1
i23,e13,c5,p07,l3,3
i23,e04,c5,p23,l3,1
i17,e04,c3,p21,l3,2
i38,e01,c1,p20,l3,2
i01,e09,c1,p13,l3,1
i14,e11,c5,p08,l3,1
i13,e03,c5,p10,l3,2
i14,e09,c5,p24,l3,1
i14,e11,c5,p06,l3,1
i38,e10,c1,p01,l3,18195
i38,e10,c1,p07,l3,8000
i06,e08,c5,p02,l2,435
i03,e04,c5,p07,l3,17
i12,e04,c5,p07,l3,8
i38,e10,c1,p35,l3,852
i38,e10,c1,p09,l4,741
i38,e08,c1,p11,l2,165
i17,e08,c5,p14,l3,41
i27,e09,c5,p11,l3,2
i06,e10,c5,p04,l4,1413
i38,e10,c1,p06,l3,3776
i16,e04,c5,p21,l3,3
i38,e01,c1,p16,l3,30
i38,e11,c1,p24,l2,122
i46,e01,c1,p35,l3,123
i06,e11,c5,p09,l2,249
i39,e01,c5,p25,l3,22
i02,e01,c1,p35,l3,72
i46,e08,c1,p04,l3,5
i38,e10,c1,p03,l1,44
i19,e12,c5,p35,l3,2
i17,e01,c5,p25,l3,4
i23,e10,c5,p10,l3,10
i06,e10,c5,p19,l2,198
i05,e07,c1,p35,l3,40
i38,e08,c4,p03,l2,7
i41,e07,c1,p12,l3,15
i38,e11,c4,p02,l2,2
i12,e08,c5,p03,l3,12
i38,e10,c1,p01,l2,50
i02,e09,c1,p14,l3,111
i23,e04,c5,p17,l3,6
i34,e01,c5,p23,l3,12
i38,e10,c4,p11,l4,26
i38,e07,c1,p14,l2,2
i06,e04,c5,p26,l1,19
i46,e11,c1,p07,l3,12
i41,e07,c1,p24,l3,18
i16,e04,c5,p19,l3,8
i17,e08,c5,p20,l3,8
i22,e02,c5,p35,l3,3
i38,e10,c4,p24,l4,13
i34,e01,c5,p17,l3,2
i34,e04,c5,p32,l3,8
i41,e11,c1,p01,l3,9
i06,e04,c5,p33,l1,3
i06,e05,c5,p22,l1,1
i48,e08,c1,p10,l3,3
i05,e03,c1,p13,l3,3
i03,e01,c5,p15,l3,1
i23,e04,c5,p05,l3,2
i43,e01,c1,p18,l3,3
i06,e10,c3,p07,l4,4
i13,e11,c5,p05,l3,2
i06,e02,c5,p01,l1,1
i01,e09,c1,p10,l3,3
i13,e08,c5,p12,l3,1
i38,e12,c4,p09,l3,2
i17,e04,c5,p33,l3,1
i38,e07,c1,p07,l2,2
i38,e10,c4,p06,l2,3
i38,e10,c4,p06,l1,2
i43,e08,c1,p11,l3,4
i38,e07,c1,p18,l2,2
i01,e05,c1,p35,l3,1
i01,e09,c1,p05,l3,1
i23,e09,c5,p08,l3,1
i68,e09,c1,p35,l3,1
i06,e02,c5,p07,l1,2
i17,e01,c5,p31,l3,3
i27,e04,c5,p35,l3,1
i03,e04,c5,p04,l3,2
i38,e10,c4,p21,l2,2
i23,e01,c5,p28,l3,1
i74,e04,c5,p03,l3,1
i06,e09,c5,p30,l2,2
i38,e10,c1,p10,l3,90598
i06,e10,c5,p22,l3,12507
i06,e10,c5,p21,l1,120
i06,e10,c5,p15,l1,137
i06,e10,c5,p24,l4,1900
i46,e08,c1,p35,l3,1547
i06,e10,c5,p24,l2,42
i17,e09,c5,p21,l3,23
i38,e10,c1,p25,l4,313
i34,e03,c5,p02,l3,13
i06,e10,c5,p04,l2,86
i38,e04,c1,p03,l1,28
i02,e01,c1,p13,l3,90
i38,e10,c4,p32,l4,7
i38,e10,c1,p26,l4,165
i06,e09,c5,p10,l2,294
i19,e10,c5,p10,l3,576
i38,e10,c1,p28,l1,13
i06,e10,c3,p06,l3,32
i06,e12,c5,p07,l3,162
i38,e08,c7,p13,l2,11
i38,e09,c1,p07,l2,52
i38,e10,c1,p11,l1,51
i39,e01,c5,p01,l3,20
i06,e12,c5,p28,l3,136
i41,e09,c1,p18,l3,2
i38,e10,c4,p35,l2,14
i38,e10,c4,p08,l3,169
i38,e06,c4,p21,l3,13
i41,e08,c1,p04,l3,48
i41,e09,c1,p01,l3,10
i05,e08,c1,p14,l3,4
i16,e04,c5,p17,l3,17
i25,e10,c5,p19,l4,3
i34,e09,c5,p04,l3,4
i01,e08,c1,p08,l3,35
i02,e01,c1,p16,l3,81
i34,e04,c5,p05,l3,13
i38,e09,c1,p08,l2,16
i17,e09,c5,p03,l3,37
i13,e08,c5,p16,l3,2
i63,e10,c1,p01,l4,37
i13,e11,c5,p14,l3,7
i34,e04,c5,p15,l3,4
i38,e10,c1,p14,l2,39
i23,e04,c5,p20,l3,6
i06,e01,c5,p08,l3,22
i17,e04,c5,p21,l3,49
i63,e11,c1,p03,l3,5
i38,e11,c1,p26,l2,11
i17,e08,c5,p06,l3,26
i34,e04,c5,p18,l3,2
i38,e11,c4,p07,l2,5
i41,e11,c1,p17,l3,4
i41,e07,c1,p07,l3,4
i67,e09,c5,p16,l3,2
i05,e07,c1,p14,l3,1
i38,e08,c4,p08,l2,3
i46,e08,c1,p29,l3,8
i30,e09,c1,p14,l3,2
i66,e04,c3,p11,l3,2
i05,e08,c1,p28,l3,3
i27,e04,c5,p05,l3,7
i48,e11,c1,p12,l3,4
i48,e11,c1,p17,l3,3
i03,e09,c5,p16,l3,2
i23,e09,c5,p01,l3,4
i05,e06,c1,p06,l3,3
i12,e09,c5,p11,l3,3
i38,e07,c1,p06,l2,5
i13,e08,c5,p11,l3,4
i33,e03,c1,p02,l3,1
i05,e06,c1,p29,l3,1
i39,e04,c5,p06,l3,2
i12,e08,c5,p21,l3,5
i22,e05,c5,p24,l3,1
i43,e11,c1,p10,l3,1
i06,e02,c5,p05,l1,1
i14,e05,c3,p03,l3,1
i38,e05,c1,p09,l1,1
i38,e10,c4,p15,l1,2
i23,e09,c5,p02,l3,1
i06,e07,c5,p19,l2,1
i34,e03,c5,p30,l3,1
i06,e10,c5,p17,l3,27076
i12,e04,c5,p03,l3,7
i38,e10,c1,p21,l4,1810
i02,e08,c1,p19,l3,4151
i38,e11,c1,p17,l2,195
i38,e10,c1,p02,l4,771
i38,e10,c1,p23,l3,3342
i17,e09,c5,p10,l3,87
i06,e11,c5,p10,l2,1419
i38,e09,c1,p18,l2,11
i14,e08,c5,p10,l3,43
i38,e06,c1,p10,l3,1841
i06,e12,c5,p02,l3,78
i39,e04,c5,p22,l3,18
i12,e08,c5,p05,l3,6
i30,e04,c1,p13,l3,7
i12,e04,c5,p02,l3,2
i38,e06,c1,p19,l3,871
i06,e10,c5,p01,l2,53
i06,e01,c5,p25,l3,28
i17,e08,c5,p11,l3,64
i06,e10,c5,p06,l1,84
i46,e04,c1,p15,l3,25
i46,e11,c1,p10,l3,195
i17,e11,c5,p28,l3,9
i43,e04,c1,p02,l3,28
i41,e12,c1,p32,l3,9
i38,e11,c4,p01,l2,5
i38,e06,c7,p10,l3,6
i38,e01,c1,p29,l3,7
i41,e11,c1,p04,l3,11
i38,e10,c1,p18,l2,30
i17,e01,c5,p14,l3,33
i39,e09,c5,p21,l3,27
i38,e04,c4,p06,l1,1
i63,e04,c1,p10,l3,6
i14,e08,c5,p18,l3,26
i16,e09,c5,p12,l3,4
i03,e09,c5,p11,l3,3
i38,e06,c7,p13,l3,16
i16,e04,c5,p31,l3,2
i14,e12,c5,p29,l3,41
i23,e04,c5,p06,l3,3
i46,e08,c1,p13,l3,11
i39,e01,c5,p09,l3,3
i27,e08,c5,p10,l3,7
i94,e08,c1,p35,l3,5
i02,e04,c1,p18,l3,19
i14,e04,c5,p12,l3,7
i05,e12,c1,p13,l3,4
i66,e01,c3,p15,l3,1
i06,e05,c5,p19,l1,4
i06,e10,c3,p08,l3,6
i17,e09,c5,p07,l3,5
i43,e04,c1,p17,l3,1
i05,e08,c1,p06,l3,2
i30,e01,c1,p04,l3,6
i14,e08,c3,p06,l3,3
i38,e08,c4,p29,l2,4
i23,e09,c5,p03,l3,5
i06,e11,c5,p30,l2,1
i16,e04,c5,p29,l3,2
i39,e09,c5,p28,l3,2
i05,e06,c1,p01,l3,4
i14,e04,c5,p01,l3,1
i12,e01,c5,p01,l3,1
i43,e01,c1,p17,l3,1
i06,e12,c5,p26,l3,1
i41,e09,c1,p23,l3,1
i16,e09,c5,p03,l3,2
i27,e08,c5,p11,l3,1
i38,e04,c1,p30,l1,1
i46,e08,c4,p15,l3,2
i38,e01,c4,p06,l3,2
i38,e07,c4,p06,l2,1
i07,e12,c5,p17,l3,1
i06,e08,c3,p19,l2,3
i06,e02,c5,p06,l1,1
i06,e12,c3,p03,l3,1
i02,e11,c1,p17,l3,1
i66,e01,c3,p21,l3,1
i38,e10,c1,p11,l4,2391
i06,e08,c5,p01,l2,1823
i06,e10,c5,p29,l1,66
i41,e07,c1,p10,l3,64
i63,e10,c1,p35,l4,153
i31,e11,c1,p35,l3,146
i06,e04,c5,p29,l1,162
i38,e11,c1,p16,l2,140
i38,e10,c1,p32,l1,26
i02,e04,c1,p21,l3,234
i02,e01,c1,p03,l3,209
i13,e08,c5,p35,l3,18
i06,e11,c5,p06,l2,231
i06,e12,c5,p19,l3,917
i06,e12,c5,p16,l3,544
i01,e08,c1,p14,l3,38
i38,e10,c1,p26,l3,677
i38,e10,c1,unknown,l4,15
i06,e12,c5,p32,l3,31
i06,e10,c5,p02,l1,29
i38,e10,c1,p16,l1,38
i41,e07,c1,p03,l3,19
i17,e01,c5,p11,l3,28
i41,e01,c1,p21,l3,8
i17,e09,c5,p05,l3,6
i38,e01,c1,p24,l3,44
i30,e01,c1,p19,l3,40
i05,e12,c1,p01,l3,26
i06,e12,c5,p01,l3,300
i07,e12,c5,p19,l3,41
i02,e08,c1,p18,l3,51
i38,e10,c4,p31,l3,2
i38,e04,c1,p15,l1,21
i02,e01,c1,p32,l3,12
i38,e07,c1,p20,l2,1
i02,e04,c1,p25,l3,22
i39,e04,c5,p13,l3,28
i48,e11,c1,p10,l3,12
i05,e04,c1,p07,l3,1
i03,e01,c5,p04,l3,5
i38,e10,c4,p10,l1,12
i42,e02,c5,p24,l3,4
i38,e09,c1,p02,l2,26
i06,e05,c5,p05,l1,1
i34,e01,c5,p02,l3,5
unknown,e03,c5,p10,l3,1
i38,e10,c1,unknown,l3,8
i38,e10,c4,p07,l1,1
i34,e09,c5,p32,l3,4
i38,e10,c4,p23,l4,6
i23,e01,c5,p04,l3,4
i17,e11,c5,p09,l3,7
i17,e08,c5,p15,l3,25
i38,e04,c1,p18,l1,10
i13,e11,c5,p10,l3,3
i50,e09,c1,p35,l3,10
i13,e10,c5,p25,l3,5
i02,e09,c4,p18,l3,1
i01,e08,c1,p33,l3,9
i02,e04,c1,p32,l3,36
i39,e09,c5,p15,l3,14
i05,e04,c1,p15,l3,5
i01,e11,c1,p10,l3,8
i14,e09,c5,p18,l3,1
i17,e08,c5,p22,l3,12
i38,e11,c1,p31,l2,8
i05,e11,c1,p01,l3,1
i63,e08,c1,p03,l3,2
i05,e04,c4,p17,l3,1
i23,e01,c5,p12,l3,5
i05,e08,c1,p01,l3,1
i22,e02,c5,p10,l3,1
i07,e04,c5,p22,l3,2
i02,e08,c1,p31,l3,3
i42,e05,c5,p21,l3,3
i41,e11,c1,p21,l3,1
i21,e03,c1,p11,l3,2
i38,e07,c4,p15,l2,3
i23,e01,c5,p10,l3,2
i07,e11,c5,p07,l3,1
i14,e11,c5,p15,l3,3
i06,e07,c5,p06,l2,2
i27,e08,c5,p05,l3,3
i25,e10,c5,p11,l4,3
i38,e08,c7,p32,l2,1
i14,e11,c5,p17,l3,2
i27,e09,c5,p19,l3,1
i86,e09,c5,p25,l3,1
i38,e06,c1,p11,l3,469
i15,e01,c2,p35,l3,1836
i38,e06,c1,p15,l3,430
i17,e11,c5,p10,l3,714
i38,e10,c1,p16,l4,1146
i63,e10,c1,p10,l2,114
i02,e01,c1,p08,l3,18
i06,e11,c5,p07,l2,235
i06,e04,c5,p17,l1,139
i02,e08,c1,p07,l3,110
i02,e04,c1,p29,l3,62
i02,e08,c1,p29,l3,709
i07,e12,c5,p35,l3,159
i38,e12,c1,p10,l3,39
i06,e10,c5,p25,l2,83
i05,e12,c1,p24,l3,3
i34,e03,c5,p07,l3,63
i05,e04,c1,p19,l3,21
i17,e01,c5,p19,l3,28
i06,e01,c5,p28,l3,18
i06,e04,c5,p28,l1,54
i41,e04,c1,p25,l3,8
i17,e01,c5,p32,l3,6
i43,e08,c1,p28,l3,27
i38,e10,c4,p01,l2,5
i38,e10,c1,p09,l2,55
i23,e09,c5,p17,l3,8
i06,e10,c5,p23,l2,35
i25,e10,c5,p21,l4,7
i42,e05,c5,p10,l3,7
i38,e08,c4,p10,l2,3
i41,e01,c1,p35,l3,23
i12,e08,c5,p17,l3,6
i46,e06,c4,p35,l3,1
i16,e08,c5,p25,l3,3
i12,e08,c5,p19,l3,20
i38,e10,c1,unknown,l3,42
i43,e04,c1,p35,l3,4
i05,e01,c1,p01,l3,2
i23,e08,c5,p06,l3,9
i21,e03,c1,p21,l3,3
i38,e06,c4,p35,l3,15
i41,e04,c1,p22,l3,3
i21,e09,c1,p19,l3,3
i06,e09,c5,p25,l2,17
i03,e04,c5,p12,l3,17
i05,e08,c1,p19,l3,10
i38,e11,c4,p11,l2,1
i02,e01,c1,p25,l3,7
i38,e11,c4,p08,l2,4
i50,e04,c1,p19,l3,4
i12,e01,c5,p11,l3,10
i05,e03,c1,p03,l3,2
i49,e03,c1,p33,l3,4
i38,e04,c1,p25,l1,9
i63,e10,c1,p01,l2,9
i05,e07,c1,p15,l3,6
i41,e04,c1,p32,l3,6
i29,e09,c5,p17,l3,1
i05,e04,c1,p16,l3,6
i05,e09,c1,p19,l3,3
i30,e09,c1,p09,l3,1
i66,e04,c3,p10,l3,5
i38,e10,c1,unknown,l4,1
i14,e11,c5,p12,l3,2
i18,e07,c1,p35,l3,2
i13,e12,c5,p10,l3,4
i25,e12,c5,p21,l3,1
i134,e01,c1,p10,l3,2
i27,e01,c5,p04,l3,1
i05,e12,c1,p07,l3,1
i05,e04,c1,p22,l3,1
i14,e13,c5,p35,l3,1
i41,e12,c1,p03,l3,1
i12,e08,c5,p09,l3,1
i42,e02,c3,p10,l3,1
i06,e02,c5,p14,l1,2
i38,e04,c4,p29,l1,2
i46,e09,c1,p17,l3,1
i41,e04,c1,p17,l3,1
i16,e11,c5,p13,l3,1
i13,e01,c5,p19,l3,2
i13,e03,c5,p11,l3,1
i38,e10,c1,p14,l3,4697
i14,e08,c5,p03,l3,101
i06,e08,c5,p24,l2,2017
i06,e10,c5,p35,l3,20587
i06,e10,c5,p24,l3,26916
i02,e08,c1,p12,l3,116
i06,e11,c5,p18,l2,210
i38,e11,c1,p15,l2,208
i38,e01,c1,p07,l3,49
i02,e08,c1,p24,l3,330
i14,e08,c3,p05,l3,1
i38,e10,c1,p32,l4,500
i49,e10,c1,p33,l3,120
i06,e10,c5,p20,l4,405
i38,e09,c1,p13,l2,308
i38,e10,c4,p08,l4,35
i02,e04,c1,p17,l3,88
i38,e10,c4,p35,l4,45
i23,e13,c5,p14,l3,4
i05,e09,c1,p05,l3,4
i38,e01,c1,p11,l3,93
i06,e09,c5,p23,l2,41
i38,e10,c1,p11,l2,108
i32,e01,c5,p35,l3,3
i19,e01,c5,p35,l3,7
i34,e09,c5,p23,l3,6
i27,e01,c5,p05,l3,6
i06,e01,c5,p26,l3,8
i16,e01,c5,p17,l3,5
i34,e03,c5,p13,l3,64
i23,e04,c5,p10,l3,42
i17,e09,c5,p11,l3,16
i06,e08,c5,p30,l2,22
i06,e10,c3,p19,l4,10
i06,e01,c5,p22,l3,56
i41,e04,c1,p10,l3,43
i26,e04,c1,p35,l3,7
i43,e08,c1,p07,l3,20
i17,e08,c5,p28,l3,13
i17,e01,c5,p12,l3,8
i38,e11,c4,p29,l2,2
i42,e05,c3,p29,l3,16
i61,e12,c1,p35,l3,2
i27,e09,c5,p04,l3,2
i100,e01,c5,p10,l3,1
i38,e04,c1,p29,l1,9
i41,e08,c1,p20,l3,1
i30,e01,c1,p28,l3,1
unknown,e08,c5,p10,l3,18
i03,e09,c5,p19,l3,2
i30,e01,c1,p10,l3,14
i30,e09,c1,p05,l3,2
i38,e10,c4,p18,l4,3
i27,e04,c5,p13,l3,5
i23,e03,c5,p01,l3,6
i41,e04,c1,p29,l3,2
i01,e08,c1,p06,l3,1
i41,e09,c1,p12,l3,4
i33,e01,c1,p22,l3,2
i41,e09,c1,p17,l3,1
i23,e03,c5,p08,l3,3
i16,e04,c5,p16,l3,5
i05,e03,c1,p09,l3,3
i67,e09,c5,p21,l3,3
i34,e01,c5,p15,l3,6
i30,e09,c1,p29,l3,2
i38,e01,c7,p32,l3,4
i14,e12,c5,p04,l3,3
i02,e08,c4,p17,l3,3
i01,e09,c1,p19,l3,4
i44,e01,c3,p35,l3,4
i14,e08,c5,p31,l3,1
i05,e08,c1,p13,l3,1
i27,e01,c5,p17,l3,1
i14,e09,c5,p01,l3,2
i38,e10,c4,p16,l2,1
i27,e09,c5,p17,l3,1
i14,e12,c5,p17,l3,1
i09,e09,c5,p04,l3,1
i42,e05,c3,p19,l3,1
i61,e04,c1,p35,l3,1
i38,e10,c1,p35,l4,435
i38,e10,c1,p19,l4,5128
i06,e11,c5,p35,l2,1511
i06,e01,c5,p19,l3,290
i38,e10,c1,unknown,l1,3
i03,e01,c5,p19,l3,7
i06,e10,c5,p11,l2,58
i01,e08,c1,p10,l3,355
i02,e08,c1,p13,l3,960
i38,e11,c1,p13,l2,232
i02,e01,c1,p10,l3,277
i42,e05,c5,p17,l3,1
i17,e11,c5,p14,l3,47
i38,e08,c1,p07,l2,122
i38,e01,c1,p09,l3,22
i38,e08,c1,p17,l2,202
i16,e08,c5,p19,l3,33
i14,e08,c5,p08,l3,13
i46,e09,c1,p13,l3,7
i06,e11,c5,p23,l2,112
i02,e01,c1,p24,l3,52
i23,e01,c5,p07,l3,15
i32,e08,c5,p35,l3,53
i29,e09,c5,p35,l3,3
i74,e08,c5,p15,l3,17
i06,e09,c5,p07,l2,49
i34,e04,c5,p06,l3,19
i23,e04,c5,p12,l3,19
i14,e09,c5,p12,l3,3
i34,e09,c5,p19,l3,11
i02,e08,c1,p28,l3,40
i46,e08,c1,p18,l3,2
i17,e04,c5,p13,l3,60
i07,e08,c5,p15,l3,55
i42,e05,c5,p11,l3,16
i06,e10,c5,p26,l1,2
i40,e13,c5,p35,l3,5
i34,e04,c5,p13,l3,6
i38,e12,c1,p04,l3,1
i05,e07,c4,p17,l3,2
i06,e01,c5,p20,l3,11
i06,e10,c3,p10,l1,2
i02,e09,c1,p02,l3,10
i06,e09,c5,p33,l2,4
i44,e04,c3,p35,l3,10
i39,e01,c5,p29,l3,10
i34,e01,c5,p24,l3,8
i41,e07,c1,p15,l3,12
i17,e09,c5,p22,l3,6
i16,e09,c5,p29,l3,2
i27,e01,c5,p12,l3,1
i06,e05,c5,p29,l1,1
i23,e09,c5,p10,l3,10
i34,e09,c5,p15,l3,3
i05,e09,c1,p21,l3,1
i34,e08,c5,p25,l3,2
i38,e10,c4,p05,l1,2
i01,e01,c1,p08,l3,1
i19,e11,c3,p10,l3,1
i81,e01,c5,p35,l3,1
i16,e09,c5,p07,l3,1
i07,e12,c5,p21,l3,2
i46,e11,c1,p03,l3,1
i48,e11,c1,p04,l3,1
i05,e03,c1,p23,l3,1
i02,e11,c1,p03,l3,1
i03,e09,c5,p29,l3,1
i38,e01,c4,p29,l3,1
